P1,P2,P3,P4,PCC,RSME,AE,3mVAE,1mVAE
14,4.25,12,16,0.85136,1.2687,9.3699,5.0705,12.893
14,4.25,12,17,0.85136,1.2687,9.3699,5.0705,12.893
14,4.5,8,9,0.84464,1.7614,10.447,7.5183,29.394
14,4.5,8,10,0.84896,1.7431,10.414,7.2273,30.597
14,4.5,8,11,0.8512,1.7323,10.381,7.006,31.855
14,4.5,8,12,0.8518,1.7254,10.331,6.9349,33.175
14,4.5,8,13,0.85229,1.444,9.7328,5.9194,15.346
14,4.5,9,10,0.84901,1.7456,10.393,7.3837,31.548
14,4.5,9,11,0.85078,1.7355,10.366,7.1257,32.603
14,4.5,9,12,0.85136,1.7277,10.321,7.0102,33.662
14,4.5,9,13,0.85227,1.4404,9.7225,5.9158,15.273
14,4.5,9,14,0.85144,1.3,9.3629,5.2727,12.985
14,4.5,10,11,0.85028,1.7377,10.35,7.1815,33.379
14,4.5,10,12,0.85082,1.7295,10.308,7.0386,34.292
14,4.5,10,13,0.85224,1.4251,9.6831,5.8423,14.991
14,4.5,10,14,0.85146,1.3025,9.3706,5.288,13.018
14,4.5,10,15,0.85028,1.2418,9.1829,5.0072,12.427
14,4.5,11,12,0.85025,1.7296,10.285,7.0351,34.94
14,4.5,11,13,0.85218,1.3808,9.573,5.6348,14.184
14,4.5,11,14,0.85132,1.2905,9.3356,5.2396,12.871
14,4.5,11,15,0.8505,1.2518,9.2168,5.0502,12.5
14,4.5,11,16,0.84985,1.2308,9.1456,4.9518,12.372
14,4.5,12,13,0.8504,1.2474,9.2034,5.0339,12.471
14,4.5,12,14,0.8504,1.2474,9.2034,5.0339,12.471
14,4.5,12,15,0.8504,1.2474,9.2034,5.0339,12.471
14,4.5,12,16,0.8504,1.2474,9.2034,5.0339,12.471
14,4.5,12,17,0.8504,1.2474,9.2034,5.0339,12.471
14,4.75,8,9,0.84303,1.7953,10.443,7.707,30.708
14,4.75,8,10,0.84728,1.7776,10.408,7.4284,32.043
14,4.75,8,11,0.84935,1.7676,10.372,7.212,33.468
14,4.75,8,12,0.84972,1.7617,10.319,7.1587,35.195
14,4.75,8,13,0.8508,1.4607,9.6828,6.0967,15.425
14,4.75,9,10,0.84695,1.7822,10.385,7.5951,33.142
14,4.75,9,11,0.8486,1.7727,10.355,7.3485,34.455
14,4.75,9,12,0.849,1.7655,10.307,7.2604,35.926
14,4.75,9,13,0.85071,1.4532,9.6604,6.0821,15.272
14,4.75,9,14,0.85039,1.3027,9.272,5.3874,12.828
14,4.75,10,11,0.84775,1.7767,10.338,7.4746,35.58
14,4.75,10,12,0.84816,1.7686,10.291,7.3343,36.748
14,4.75,10,13,0.85066,1.4323,9.6053,6.0075,14.887
14,4.75,10,14,0.85037,1.2995,9.2623,5.3654,12.788
14,4.75,10,15,0.84941,1.2356,9.0564,5.0392,12.196
14,4.75,11,12,0.84732,1.7697,10.264,7.3506,37.627
14,4.75,11,13,0.85074,1.3784,9.4691,5.7499,13.884
14,4.75,11,14,0.85021,1.2804,9.204,5.2652,12.602
14,4.75,11,15,0.84949,1.2397,9.0713,5.0634,12.232
14,4.75,11,16,0.84888,1.2183,8.9917,4.9426,12.059
14,4.75,12,13,0.84923,1.2287,9.0325,4.9945,12.139
14,4.75,12,14,0.84923,1.2287,9.0325,4.9945,12.139
14,4.75,12,15,0.84923,1.2287,9.0325,4.9945,12.139
14,4.75,12,16,0.84923,1.2287,9.0325,4.9945,12.139
14,4.75,12,17,0.84923,1.2287,9.0325,4.9945,12.139
14,5,8,9,0.84131,1.8281,10.439,7.8506,31.941
14,5,8,10,0.84547,1.811,10.401,7.5919,33.404
14,5,8,11,0.84736,1.802,10.364,7.4021,35.124
14,5,8,12,0.84748,1.7972,10.308,7.3698,37.175
14,5,8,13,0.84909,1.4776,9.6346,6.2566,15.478
14,5,9,10,0.84474,1.8181,10.376,7.8012,34.659
14,5,9,11,0.84624,1.8093,10.345,7.5787,36.34
14,5,9,12,0.84643,1.8027,10.293,7.5087,38.113
14,5,9,13,0.8489,1.4666,9.5998,6.2644,15.261
14,5,9,14,0.84906,1.3068,9.1837,5.5075,12.743
14,5,10,11,0.845,1.8153,10.325,7.7731,37.736
14,5,10,12,0.84526,1.8074,10.274,7.6399,39.316
14,5,10,13,0.84881,1.4402,9.5286,6.1585,14.8
14,5,10,14,0.84902,1.2981,9.1557,5.4642,12.646
14,5,10,15,0.8483,1.2319,8.9318,5.0684,12.047
14,5,11,12,0.8441,1.8097,10.244,7.6985,40.716
14,5,11,13,0.84904,1.3767,9.3654,5.8448,13.708
14,5,11,14,0.84889,1.2721,9.0725,5.3032,12.387
14,5,11,15,0.84828,1.2303,8.9259,5.0613,12.035
14,5,11,16,0.84771,1.2091,8.838,4.9309,11.855
14,5,12,13,0.84788,1.2137,8.8589,4.96,11.897
14,5,12,14,0.84788,1.2137,8.8589,4.96,11.897
14,5,12,15,0.84788,1.2137,8.8589,4.96,11.897
14,5,12,16,0.84788,1.2137,8.8589,4.96,11.897
14,5,12,17,0.84788,1.2137,8.8589,4.96,11.897
15,4,8,9,0.84729,1.8698,11.296,8.0275,33.542
15,4,8,10,0.85167,1.8505,11.266,7.7255,34.681
15,4,8,11,0.85419,1.8379,11.234,7.4835,36.089
15,4,8,12,-Inf,1.5338,10.544,7.0259,13.945
15,4,8,13,0.85434,1.5701,10.633,6.5195,16.528
15,4,9,10,0.85232,1.8494,11.248,7.799,35.48
15,4,9,11,0.85426,1.8383,11.224,7.5276,36.659
15,4,9,12,0.85514,1.8293,11.184,7.3616,38.001
15,4,9,13,0.85431,1.575,10.646,6.5455,16.667
15,4,9,14,0.8525,1.446,10.324,5.9901,14.106
15,4,10,11,0.8543,1.8379,11.211,7.523,37.424
15,4,10,12,0.85502,1.8293,11.174,7.3723,38.562
15,4,10,13,0.85429,1.5704,10.635,6.522,16.532
15,4,10,14,0.85266,1.461,10.365,6.0697,14.366
15,4,10,15,0.85114,1.4035,10.203,5.7708,13.47
15,4,11,12,0.85487,1.828,11.157,7.3538,39.138
15,4,11,13,0.85407,1.5424,10.568,6.4211,15.909
15,4,11,14,0.85269,1.4631,10.371,6.0814,14.416
15,4,11,15,0.85174,1.4271,10.273,5.8895,13.78
15,4,11,16,0.85107,1.4068,10.214,5.7939,13.501
15,4,12,13,0.85206,1.4371,10.302,5.9492,13.943
15,4,12,14,0.85206,1.4371,10.302,5.9492,13.943
15,4,12,15,0.85206,1.4371,10.302,5.9492,13.943
15,4,12,16,0.85206,1.4371,10.302,5.9492,13.943
15,4,12,17,0.85206,1.4371,10.302,5.9492,13.943
15,4.25,8,9,0.84609,1.9093,11.293,8.2233,35.164
15,4.25,8,10,0.85045,1.8902,11.26,7.9398,36.684
15,4.25,8,11,0.85284,1.8783,11.226,7.7081,38.56
15,4.25,8,12,0.85367,1.8701,11.176,7.6043,40.872
15,4.25,8,13,0.85349,1.5878,10.576,6.6972,16.527
15,4.25,9,10,0.85083,1.8909,11.24,8.0741,37.819
15,4.25,9,11,0.8527,1.88,11.213,7.8005,39.609
15,4.25,9,12,0.85344,1.8713,11.169,7.6583,41.432
15,4.25,9,13,0.85349,1.5882,10.577,6.6954,16.535
15,4.25,9,14,0.85217,1.4465,10.222,6.0558,13.832
15,4.25,10,11,0.85249,1.8808,11.198,7.8367,40.709
15,4.25,10,12,0.85314,1.872,11.157,7.6892,42.289
15,4.25,10,13,0.85346,1.5777,10.551,6.6506,16.294
15,4.25,10,14,0.85224,1.4555,10.248,6.108,13.998
15,4.25,10,15,0.85087,1.3927,10.066,5.7907,13.171
15,4.25,11,12,0.85281,1.8712,11.136,7.6804,43.345
15,4.25,11,13,0.85331,1.5398,10.459,6.5042,15.511
15,4.25,11,14,0.85216,1.4502,10.233,6.0757,13.921
15,4.25,11,15,0.85126,1.4103,10.12,5.876,13.362
15,4.25,11,16,0.8506,1.3882,10.052,5.7716,13.103
15,4.25,12,13,0.85136,1.4131,10.129,5.8934,13.402
15,4.25,12,14,0.85136,1.4131,10.129,5.8934,13.402
15,4.25,12,15,0.85136,1.4131,10.129,5.8934,13.402
15,4.25,12,16,0.85136,1.4131,10.129,5.8934,13.402
15,4.25,12,17,0.85136,1.4131,10.129,5.8934,13.402
15,4.5,8,9,0.84464,1.9478,11.289,8.423,36.843
15,4.5,8,10,0.84896,1.9291,11.254,8.1569,38.755
15,4.5,8,11,0.8512,1.918,11.218,7.9447,41.191
15,4.5,8,12,0.8518,1.9107,11.164,7.8594,44.264
15,4.5,8,13,0.85229,1.6061,10.52,6.893,16.561
15,4.5,9,10,0.84901,1.9319,11.232,8.321,40.34
15,4.5,9,11,0.85078,1.9214,11.202,8.079,42.591
15,4.5,9,12,0.85136,1.9132,11.154,7.9493,45.068
15,4.5,9,13,0.85227,1.6022,10.509,6.8848,16.468
15,4.5,9,14,0.85144,1.4486,10.122,6.1454,13.67
15,4.5,10,11,0.85028,1.9238,11.185,8.1611,44.277
15,4.5,10,12,0.85082,1.9149,11.139,8.0083,45.987
15,4.5,10,13,0.85224,1.5856,10.467,6.8159,16.119
15,4.5,10,14,0.85146,1.4513,10.13,6.1553,13.703
15,4.5,10,15,0.85028,1.3839,9.9279,5.8398,12.904
15,4.5,11,12,0.85025,1.9149,11.114,8.0385,46.919
15,4.5,11,13,0.85218,1.5373,10.348,6.5842,15.178
15,4.5,11,14,0.85132,1.4381,10.092,6.0956,13.528
15,4.5,11,15,0.8505,1.3951,9.9644,5.8853,13.031
15,4.5,11,16,0.84985,1.3717,9.8877,5.7804,12.8
15,4.5,12,13,0.8504,1.3902,9.95,5.8639,12.978
15,4.5,12,14,0.8504,1.3902,9.95,5.8639,12.978
15,4.5,12,15,0.8504,1.3902,9.95,5.8639,12.978
15,4.5,12,16,0.8504,1.3902,9.95,5.8639,12.978
15,4.5,12,17,0.8504,1.3902,9.95,5.8639,12.978
15,4.75,8,9,0.84303,1.9851,11.285,8.6394,38.533
15,4.75,8,10,0.84728,1.9669,11.247,8.3683,40.907
15,4.75,8,11,0.84935,1.9568,11.209,8.164,44.006
15,4.75,8,12,0.84972,1.9505,11.152,8.1203,46.802
15,4.75,8,13,0.8508,1.6249,10.466,7.0646,16.653
15,4.75,9,10,0.84695,1.9722,11.222,8.5648,42.804
15,4.75,9,11,0.8486,1.9622,11.191,8.3242,45.56
15,4.75,9,12,0.849,1.9545,11.139,8.24,47.705
15,4.75,9,13,0.85072,1.6168,10.442,7.0589,16.491
15,4.75,9,14,0.85039,1.4521,10.024,6.2729,13.58
15,4.75,10,11,0.84775,1.9665,11.171,8.5019,47.128
15,4.75,10,12,0.84816,1.9577,11.121,8.3587,48.807
15,4.75,10,13,0.85066,1.594,10.383,6.9676,16.037
15,4.75,10,14,0.85037,1.4486,10.013,6.253,13.53
15,4.75,10,15,0.84941,1.3775,9.7915,5.8813,12.702
15,4.75,11,12,0.84732,1.9587,11.092,8.4003,49.892
15,4.75,11,13,0.85074,1.5352,10.236,6.6666,14.901
15,4.75,11,14,0.85022,1.4275,9.9505,6.1518,13.259
15,4.75,11,15,0.84949,1.3821,9.8076,5.9069,12.754
15,4.75,11,16,0.84888,1.3579,9.7219,5.7751,12.501
15,4.75,12,13,0.84923,1.3698,9.7659,5.8334,12.62
15,4.75,12,14,0.84923,1.3698,9.7659,5.8334,12.62
15,4.75,12,15,0.84923,1.3698,9.7659,5.8334,12.62
15,4.75,12,16,0.84923,1.3698,9.7659,5.8334,12.62
15,4.75,12,17,0.84923,1.3698,9.7659,5.8334,12.62
15,5,8,9,0.84131,2.021,11.28,8.9315,40.303
15,5,8,10,0.84547,2.0035,11.24,8.6373,43.186
15,5,8,11,0.84736,1.9944,11.199,8.4173,46.163
15,5,8,12,0.84748,1.9892,11.139,8.3704,48.869
15,5,8,13,0.84909,1.6438,10.414,7.2263,16.726
15,5,9,10,0.84474,2.0114,11.213,8.8057,45.232
15,5,9,11,0.84624,2.0022,11.179,8.5928,47.679
15,5,9,12,0.84643,1.9952,11.123,8.5246,49.922
15,5,9,13,0.8489,1.6318,10.377,7.2174,16.544
15,5,9,14,0.84906,1.4571,9.9288,6.3994,13.52
15,5,10,11,0.845,2.0086,11.158,8.8174,49.349
15,5,10,12,0.84526,2,11.103,8.6866,51.244
15,5,10,13,0.84881,1.6031,10.3,7.1101,15.982
15,5,10,14,0.84902,1.4474,9.8985,6.3529,13.411
15,5,10,15,0.8483,1.3735,9.6575,5.9226,12.588
15,5,11,12,0.8441,2.0023,11.07,8.7559,52.5
15,5,11,13,0.84904,1.5337,10.124,6.7732,14.664
15,5,11,14,0.84889,1.4186,9.8089,6.2065,13.067
15,5,11,15,0.84828,1.3718,9.6511,5.914,12.565
15,5,11,16,0.84771,1.3476,9.5564,5.7492,12.33
15,5,12,13,0.84788,1.3529,9.5789,5.789,12.38
15,5,12,14,0.84788,1.3529,9.5789,5.789,12.38
15,5,12,15,0.84788,1.3529,9.5789,5.789,12.38
15,5,12,16,0.84788,1.3529,9.5789,5.789,12.38
15,5,12,17,0.84788,1.3529,9.5789,5.789,12.38
