P1,P2,P3,P4,PCC,RSME,AE,3mVAE,1mVAE
11,5,8,13,0.84909,1.0406,7.2955,3.7402,12.222
11,5,9,10,0.84474,1.2872,7.8661,4.7806,17.272
11,5,9,11,0.84624,1.2795,7.8417,4.6246,17.285
11,5,9,12,0.84643,1.2747,7.802,4.5979,17.276
11,5,9,13,0.8489,1.0331,7.2688,3.7306,12.143
11,5,9,14,0.84906,0.92773,6.9487,3.302,11.372
11,5,10,11,0.845,1.2843,7.8264,4.6818,17.449
11,5,10,12,0.84526,1.2786,7.7876,4.6345,17.418
11,5,10,13,0.84881,1.0151,7.214,3.6655,11.96
11,5,10,14,0.84902,0.92237,6.9271,3.2718,11.356
11,5,10,15,-Inf,1.7591,7.6026,9.2044,12.403
11,5,11,12,0.8441,1.2812,7.764,4.6466,17.595
11,5,11,13,0.84903,0.97253,7.0884,3.4978,11.639
11,5,11,14,0.84889,0.90679,6.8631,3.1855,11.339
11,5,11,15,0.84828,0.88349,6.7504,3.032,11.321
11,5,11,16,0.84771,0.87291,6.6827,2.952,11.395
11,5,12,13,0.84788,0.87507,6.6988,2.9648,11.375
11,5,12,14,0.84788,0.87507,6.6988,2.9648,11.375
11,5,12,15,0.84788,0.87507,6.6988,2.9648,11.375
11,5,12,16,0.84788,0.87507,6.6988,2.9648,11.375
11,5,12,17,0.84788,0.87507,6.6988,2.9648,11.375
12,4,8,9,0.84729,1.3567,8.7682,5.132,18.862
12,4,8,10,0.85167,1.3391,8.744,4.7656,18.919
12,4,8,11,0.85419,1.3277,8.7196,4.5819,18.998
12,4,8,12,0.85522,1.3203,8.6834,4.503,19.043
12,4,8,13,0.85431,1.1267,8.2469,3.9782,13.678
12,4,9,10,0.85232,1.3374,8.7305,4.7553,19.011
12,4,9,11,0.85426,1.3277,8.7112,4.5691,19.066
12,4,9,12,0.85514,1.3206,8.6798,4.5016,19.068
12,4,9,13,0.85431,1.1303,8.2574,3.9974,13.745
12,4,9,14,0.8525,1.0381,8.004,3.705,12.522
12,4,10,11,0.8543,1.3272,8.7012,4.5396,19.167
12,4,10,12,0.85502,1.3205,8.6724,4.4931,19.12
12,4,10,13,0.85429,1.1269,8.2485,3.9843,13.676
12,4,10,14,0.85266,1.0487,8.0365,3.7508,12.606
12,4,10,15,0.85114,1.0094,7.9093,3.5923,12.256
12,4,11,12,0.85487,1.3197,8.6586,4.4714,19.173
12,4,11,13,0.85408,1.1065,8.1956,3.9299,13.346
12,4,11,14,0.85269,1.0502,8.0411,3.7565,12.618
12,4,11,15,0.85174,1.0254,7.9639,3.6616,12.386
12,4,11,16,0.85107,1.0118,7.9176,3.6012,12.286
12,4,12,13,0.85206,1.0322,7.9867,3.6908,12.448
12,4,12,14,0.85206,1.0322,7.9867,3.6908,12.448
12,4,12,15,0.85206,1.0322,7.9867,3.6908,12.448
12,4,12,16,0.85206,1.0322,7.9867,3.6908,12.448
12,4,12,17,0.85206,1.0322,7.9867,3.6908,12.448
12,4.25,8,9,0.84609,1.3841,8.7659,5.2951,19.352
12,4.25,8,10,0.85045,1.3665,8.7396,4.9596,19.429
12,4.25,8,11,0.85284,1.3556,8.7132,4.7798,19.503
12,4.25,8,12,0.85367,1.3489,8.6741,4.723,19.587
12,4.25,8,13,0.85349,1.1366,8.202,4.1061,13.442
12,4.25,9,10,0.85083,1.3663,8.7242,4.9884,19.53
12,4.25,9,11,0.8527,1.3567,8.7029,4.7781,19.61
12,4.25,9,12,0.85345,1.3498,8.6683,4.7436,19.664
12,4.25,9,13,0.85349,1.1368,8.2031,4.1079,13.449
12,4.25,9,14,0.85217,1.0353,7.9241,3.7789,12.165
12,4.25,10,11,0.85249,1.3573,8.6912,4.788,19.758
12,4.25,10,12,0.85314,1.3505,8.6589,4.7379,19.74
12,4.25,10,13,0.85346,1.1291,8.1824,4.0806,13.315
12,4.25,10,14,0.85224,1.0417,7.9442,3.8027,12.206
12,4.25,10,15,0.85087,0.999,7.8012,3.6197,11.968
12,4.25,11,12,0.85281,1.3501,8.6423,4.7137,19.825
12,4.25,11,13,0.85331,1.1015,8.1102,4.0067,12.889
12,4.25,11,14,0.85216,1.038,7.9327,3.7878,12.19
12,4.25,11,15,0.85126,1.0108,7.8439,3.6691,12.046
12,4.25,11,16,0.8506,0.99617,7.7907,3.6012,11.976
12,4.25,12,13,0.85136,1.0126,7.8512,3.6783,12.058
12,4.25,12,14,0.85136,1.0126,7.8512,3.6783,12.058
12,4.25,12,15,0.85136,1.0126,7.8512,3.6783,12.058
12,4.25,12,16,0.85136,1.0126,7.8512,3.6783,12.058
12,4.25,12,17,0.85136,1.0126,7.8512,3.6783,12.058
12,4.5,8,9,0.84464,1.4112,8.7628,5.4457,19.928
12,4.5,8,10,0.84896,1.3938,8.7347,5.1149,20.038
12,4.5,8,11,0.8512,1.3836,8.7064,4.9497,20.084
12,4.5,8,12,0.8518,1.3777,8.6644,4.9198,20.169
12,4.5,8,13,0.85229,1.1476,8.1583,4.2696,13.253
12,4.5,9,10,0.84901,1.3954,8.7173,5.2176,20.141
12,4.5,9,11,0.85078,1.3861,8.6941,4.9984,20.198
12,4.5,9,12,0.85136,1.3796,8.6564,4.9582,20.248
12,4.5,9,13,0.85227,1.1447,8.1496,4.2639,13.196
12,4.5,9,14,0.85144,1.0344,7.8453,3.8482,11.915
12,4.5,10,11,0.85028,1.388,8.6807,5.0193,20.361
12,4.5,10,12,0.85082,1.3812,8.645,4.9721,20.381
12,4.5,10,13,0.85224,1.1325,8.1162,4.223,12.995
12,4.5,10,14,0.85146,1.0363,7.8518,3.8574,11.929
12,4.5,10,15,0.85028,0.99098,7.693,3.6229,11.718
12,4.5,11,12,0.85025,1.3816,8.6252,4.9571,20.532
12,4.5,11,13,0.85218,1.0973,8.023,4.0777,12.517
12,4.5,11,14,0.85132,1.0272,7.8222,3.8247,11.876
12,4.5,11,15,0.8505,0.99832,7.7217,3.6762,11.713
12,4.5,11,16,0.84985,0.98318,7.6614,3.5817,11.675
12,4.5,12,13,0.8504,0.99509,7.7103,3.6527,11.701
12,4.5,12,14,0.8504,0.99509,7.7103,3.6527,11.701
12,4.5,12,15,0.8504,0.99509,7.7103,3.6527,11.701
12,4.5,12,16,0.8504,0.99509,7.7103,3.6527,11.701
12,4.5,12,17,0.8504,0.99509,7.7103,3.6527,11.701
12,4.75,8,9,0.84303,1.4378,8.7593,5.5729,20.469
12,4.75,8,10,0.84728,1.4209,8.7294,5.2641,20.631
12,4.75,8,11,0.84935,1.4114,8.6993,5.1106,20.72
12,4.75,8,12,0.84971,1.4063,8.6546,5.1124,20.848
12,4.75,8,13,0.8508,1.1595,8.116,4.427,13.079
12,4.75,9,10,0.84695,1.4244,8.7101,5.4095,20.811
12,4.75,9,11,0.8486,1.4156,8.6851,5.2144,20.897
12,4.75,9,12,0.849,1.4096,8.6443,5.1831,20.98
12,4.75,9,13,0.85071,1.1535,8.097,4.4135,12.982
12,4.75,9,14,0.85039,1.0352,7.7684,3.9249,11.733
12,4.75,10,11,0.84775,1.4191,8.67,5.2659,21.107
12,4.75,10,12,0.84816,1.4124,8.6307,5.2155,21.128
12,4.75,10,13,0.85066,1.1368,8.0504,4.3581,12.723
12,4.75,10,14,0.85037,1.0328,7.7601,3.9139,11.715
12,4.75,10,15,0.84941,0.98548,7.5859,3.6385,11.454
12,4.75,11,12,0.84732,1.4137,8.6079,5.2137,21.327
12,4.75,11,13,0.85074,1.094,7.9352,4.1797,12.193
12,4.75,11,14,0.85022,1.0183,7.7108,3.8421,11.629
12,4.75,11,15,0.84949,0.98841,7.5985,3.6616,11.469
12,4.75,11,16,0.84888,0.9733,7.5312,3.5714,11.43
12,4.75,12,13,0.84923,0.98059,7.5657,3.6161,11.439
12,4.75,12,14,0.84923,0.98059,7.5657,3.6161,11.439
12,4.75,12,15,0.84923,0.98059,7.5657,3.6161,11.439
12,4.75,12,16,0.84923,0.98059,7.5657,3.6161,11.439
12,4.75,12,17,0.84923,0.98059,7.5657,3.6161,11.439
12,5,8,9,0.84131,1.4637,8.7556,5.7065,20.958
12,5,8,10,0.84547,1.4473,8.7239,5.4102,21.126
12,5,8,11,0.84736,1.4388,8.6921,5.2457,21.297
12,5,8,12,0.84748,1.4346,8.6448,5.2748,21.505
12,5,8,13,-Inf,1.5338,10.544,7.0259,13.945
12,5,9,10,0.84473,1.453,8.7028,5.601,21.484
12,5,9,11,0.84623,1.4448,8.676,5.4049,21.613
12,5,9,12,0.84643,1.4394,8.6323,5.3811,21.782
12,5,9,13,0.8489,1.1633,8.0458,4.5606,12.804
12,5,9,14,0.84906,1.0376,7.6937,4.0265,11.552
12,5,10,11,0.845,1.4501,8.6592,5.5097,21.907
12,5,10,12,0.84526,1.4436,8.6165,5.4546,22.003
12,5,10,13,0.84881,1.1421,7.9855,4.4899,12.509
12,5,10,14,0.84902,1.031,7.6699,3.9846,11.518
12,5,10,15,0.8483,0.98252,7.4805,3.6744,11.306
12,5,11,12,0.8441,1.4461,8.5906,5.4756,22.291
12,5,11,13,-Inf,1.5338,10.544,7.0259,13.945
12,5,11,14,0.84894,1.0114,7.5999,3.8723,11.43
12,5,11,15,0.84828,0.98141,7.4755,3.6666,11.304
12,5,11,16,0.84771,0.96691,7.4011,3.5504,11.282
12,5,12,13,0.84788,0.96997,7.4188,3.5774,11.279
12,5,12,14,0.84788,0.96997,7.4188,3.5774,11.279
12,5,12,15,0.84788,0.96997,7.4188,3.5774,11.279
12,5,12,16,0.84788,0.96997,7.4188,3.5774,11.279
12,5,12,17,0.84788,0.96997,7.4188,3.5774,11.279
13,4,8,9,0.84729,1.5189,9.6109,6.0924,22.286
13,4,8,10,0.85167,1.5006,9.5845,5.7382,22.401
13,4,8,11,0.85419,1.4888,9.5579,5.5104,22.55
13,4,8,12,0.85522,1.4809,9.5184,5.4191,22.763
13,4,8,13,0.85431,1.2637,9.0422,4.7031,14.538
13,4,9,10,0.85232,1.4992,9.5698,5.7346,22.528
13,4,9,11,0.85426,1.489,9.5487,5.5004,22.675
13,4,9,12,0.85514,1.4812,9.5144,5.4176,22.825
13,4,9,13,0.85431,1.2678,9.0537,4.7262,14.611
13,4,9,14,0.8525,1.1622,8.7772,4.3279,13.056
13,4,10,11,0.8543,1.4885,9.5377,5.4845,22.862
13,4,10,12,0.85502,1.4811,9.5064,5.412,22.936
13,4,10,13,0.85429,1.264,9.0439,4.7091,14.545
13,4,10,14,0.85266,1.1743,8.8127,4.3719,13.202
13,4,10,15,0.85114,1.1284,8.6739,4.2191,12.717
13,4,11,12,0.85487,1.4801,9.4914,5.3935,23.027
13,4,11,13,0.85408,1.2408,8.9863,4.6228,14.173
13,4,11,14,0.85269,1.1761,8.8177,4.3776,13.215
13,4,11,15,0.85174,1.1472,8.7335,4.2735,12.862
13,4,11,16,0.85107,1.1311,8.683,4.2262,12.733
13,4,12,13,0.85206,1.1551,8.7584,4.3023,12.959
13,4,12,14,0.85206,1.1551,8.7584,4.3023,12.959
13,4,12,15,0.85206,1.1551,8.7584,4.3023,12.959
13,4,12,16,0.85206,1.1551,8.7584,4.3023,12.959
13,4,12,17,0.85206,1.1551,8.7584,4.3023,12.959
13,4.25,8,9,0.84609,1.5506,9.6084,6.2811,23.014
13,4.25,8,10,0.85045,1.5324,9.5797,5.9243,23.244
13,4.25,8,11,0.85284,1.5212,9.5509,5.7158,23.494
13,4.25,8,12,0.85367,1.5139,9.5082,5.6515,23.809
13,4.25,8,13,0.85349,1.2764,8.9933,4.8434,14.329
13,4.25,9,10,0.85083,1.5325,9.5629,5.9826,23.441
13,4.25,9,11,0.8527,1.5225,9.5397,5.7502,23.69
13,4.25,9,12,0.85344,1.5149,9.5019,5.6831,23.933
13,4.25,9,13,0.85349,1.2767,8.9944,4.8449,14.336
13,4.25,9,14,0.85217,1.1605,8.69,4.4028,12.7
13,4.25,10,11,0.85249,1.5231,9.5269,5.7673,23.955
13,4.25,10,12,0.85314,1.5156,9.4917,5.6827,24.131
13,4.25,10,13,0.85346,1.268,8.9719,4.8065,14.193
13,4.25,10,14,0.85224,1.1678,8.712,4.4245,12.802
13,4.25,10,15,0.85087,1.1178,8.5559,4.2607,12.378
13,4.25,11,12,0.85281,1.5151,9.4735,5.66,24.356
13,4.25,11,13,0.85332,1.2366,8.893,4.6818,13.72
13,4.25,11,14,0.85216,1.1636,8.6994,4.4107,12.748
13,4.25,11,15,0.85126,1.1317,8.6025,4.309,12.49
13,4.25,11,16,0.8506,1.1143,8.5445,4.2508,12.349
13,4.25,12,13,0.85136,1.1339,8.6106,4.3179,12.501
13,4.25,12,14,0.85136,1.1339,8.6106,4.3179,12.501
13,4.25,12,15,0.85136,1.1339,8.6106,4.3179,12.501
13,4.25,12,16,0.85136,1.1339,8.6106,4.3179,12.501
13,4.25,12,17,0.85136,1.1339,8.6106,4.3179,12.501
13,4.5,8,9,0.84464,1.5817,9.605,6.4509,23.726
13,4.5,8,10,0.84896,1.5639,9.5743,6.129,24.096
13,4.5,8,11,0.8512,1.5533,9.5434,5.9346,24.487
13,4.5,8,12,0.8518,1.5469,9.4977,5.903,25.032
13,4.5,8,13,0.85229,1.2901,8.9455,4.9987,14.25
13,4.5,9,10,0.84901,1.5659,9.5554,6.2587,24.434
13,4.5,9,11,0.85078,1.5562,9.5301,6.0203,24.837
13,4.5,9,12,0.85136,1.549,9.4889,5.9549,25.255
13,4.5,9,13,0.85227,1.2868,8.936,4.9859,14.183
13,4.5,9,14,0.85144,1.1607,8.6041,4.4796,12.419
13,4.5,10,11,0.85027,1.5582,9.5155,6.0633,25.222
13,4.5,10,12,0.85082,1.5507,9.4765,5.9755,25.59
13,4.5,10,13,0.85224,1.273,8.8996,4.9312,13.96
13,4.5,10,14,0.85146,1.1629,8.6112,4.4892,12.442
13,4.5,10,15,0.85028,1.1094,8.438,4.3133,12.048
13,4.5,11,12,0.85025,1.5509,9.455,5.9613,26.021
13,4.5,11,13,0.85218,1.233,8.798,4.7631,13.309
13,4.5,11,14,0.85132,1.1523,8.5789,4.454,12.384
13,4.5,11,15,0.8505,1.1182,8.4692,4.3424,12.115
13,4.5,11,16,0.84985,1.1,8.4035,4.2639,12.001
13,4.5,12,13,0.8504,1.1144,8.4569,4.3318,12.088
13,4.5,12,14,0.8504,1.1144,8.4569,4.3318,12.088
13,4.5,12,15,0.8504,1.1144,8.4569,4.3318,12.088
13,4.5,12,16,0.8504,1.1144,8.4569,4.3318,12.088
13,4.5,12,17,0.8504,1.1144,8.4569,4.3318,12.088
13,4.75,8,9,0.84303,1.612,9.6012,6.635,24.494
13,4.75,8,10,0.84728,1.5947,9.5686,6.322,24.971
13,4.75,8,11,0.84935,1.585,9.5357,6.1258,25.574
13,4.75,8,12,0.84972,1.5795,9.487,6.1247,26.424
13,4.75,8,13,0.8508,1.3045,8.8994,5.1444,14.173
13,4.75,9,10,0.84695,1.5988,9.5475,6.4769,25.565
13,4.75,9,11,0.8486,1.5896,9.5203,6.2644,26.138
13,4.75,9,12,0.84899,1.583,9.4758,6.2097,26.864
13,4.75,9,13,0.85072,1.2977,8.8787,5.1426,14.051
13,4.75,9,14,0.85039,1.1625,8.5202,4.5947,12.214
13,4.75,10,11,0.84775,1.5934,9.5038,6.36,26.782
13,4.75,10,12,0.84816,1.5859,9.4609,6.2559,27.334
13,4.75,10,13,0.85066,1.2788,8.8278,5.0666,13.754
13,4.75,10,14,0.85037,1.1596,8.5112,4.5869,12.194
13,4.75,10,15,0.84941,1.1036,8.3211,4.3407,11.791
13,4.75,11,12,0.84732,1.5872,9.4361,6.2711,27.86
13,4.75,11,13,0.85074,1.2301,8.7022,4.8555,12.98
13,4.75,11,14,0.85021,1.1427,8.4574,4.5237,12.082
13,4.75,11,15,0.84949,1.1071,8.3349,4.3584,11.807
13,4.75,11,16,0.84888,1.0887,8.2614,4.2728,11.68
13,4.75,12,13,0.84923,1.0976,8.2991,4.3161,11.744
13,4.75,12,14,0.84923,1.0976,8.2991,4.3161,11.744
13,4.75,12,15,0.84923,1.0976,8.2991,4.3161,11.744
13,4.75,12,16,0.84923,1.0976,8.2991,4.3161,11.744
13,4.75,12,17,0.84923,1.0976,8.2991,4.3161,11.744
13,5,8,9,0.84131,1.6415,9.5972,6.8048,25.19
13,5,8,10,0.84547,1.6248,9.5626,6.5195,25.862
13,5,8,11,0.84736,1.616,9.5278,6.3308,26.74
13,5,8,12,0.84748,1.6114,9.4763,6.3461,27.875
13,5,8,13,0.84909,1.3193,8.8549,5.2912,14.217
13,5,9,10,0.84474,1.6312,9.5396,6.6961,26.672
13,5,9,11,0.84624,1.6227,9.5104,6.4968,27.577
13,5,9,12,0.84643,1.6167,9.4627,6.4691,28.504
13,5,9,13,0.8489,1.3093,8.8228,5.2798,14.012
13,5,9,14,0.84906,1.1658,8.4387,4.7106,12.06
13,5,10,11,0.845,1.6283,9.492,6.6652,28.432
13,5,10,12,0.84526,1.6211,9.4454,6.5536,29.158
13,5,10,13,0.84881,1.2855,8.757,5.2013,13.584
13,5,10,14,0.84902,1.1581,8.4128,4.6789,11.999
13,5,10,15,0.8483,1.1003,8.2062,4.416,11.561
13,5,11,12,0.8441,1.6235,9.4171,6.5902,29.905
13,5,11,13,0.84904,1.2282,8.6064,4.9639,12.715
13,5,11,14,0.84889,1.1352,8.336,4.5826,11.82
13,5,11,15,0.84828,1.0989,8.2007,4.4089,11.554
13,5,11,16,0.84771,1.0808,8.1195,4.292,11.447
13,5,12,13,0.84788,1.0847,8.1389,4.3169,11.471
13,5,12,14,0.84788,1.0847,8.1389,4.3169,11.471
13,5,12,15,0.84788,1.0847,8.1389,4.3169,11.471
13,5,12,16,0.84788,1.0847,8.1389,4.3169,11.471
13,5,12,17,0.84788,1.0847,8.1389,4.3169,11.471
14,4,8,9,0.84729,1.6908,10.454,7.1612,26.721
14,4,8,10,0.85167,1.672,10.425,6.8205,27.373
14,4,8,11,0.85419,1.6598,10.396,6.5533,28.183
14,4,8,12,0.85522,1.6513,10.353,6.4353,29.108
14,4,8,13,0.85431,1.4127,9.8376,5.536,15.399
14,4,9,10,0.85232,1.6707,10.409,6.8489,27.854
14,4,9,11,0.85426,1.6601,10.386,6.5746,28.544
14,4,9,12,0.85514,1.6517,10.349,6.4481,29.278
14,4,9,13,0.85431,1.4172,9.8499,5.553,15.503
14,4,9,14,0.8525,1.2994,9.5505,5.1266,13.542
14,4,10,11,0.8543,1.6596,10.374,6.565,29.042
14,4,10,12,0.85502,1.6516,10.34,6.4417,29.596
14,4,10,13,0.85429,1.4129,9.8394,5.5417,15.407
14,4,10,14,0.85266,1.313,9.5889,5.1853,13.72
14,4,10,15,0.85114,1.261,9.4385,4.9799,13.069
14,4,11,12,0.85487,1.6505,10.324,6.4154,29.892
14,4,11,13,0.85407,1.3873,9.7769,5.4443,14.933
14,4,11,14,0.85269,1.315,9.5943,5.1931,13.74
14,4,11,15,0.85174,1.2823,9.503,5.068,13.309
14,4,11,16,0.85107,1.2641,9.4483,4.993,13.088
14,4,12,13,0.85206,1.2914,9.5301,5.1018,13.426
14,4,12,14,0.85206,1.2914,9.5301,5.1018,13.426
14,4,12,15,0.85206,1.2914,9.5301,5.1018,13.426
14,4,12,16,0.85206,1.2914,9.5301,5.1018,13.426
14,4,12,17,0.85206,1.2914,9.5301,5.1018,13.426
14,4.25,8,9,0.84609,1.7265,10.451,7.3506,28.048
14,4.25,8,10,0.85045,1.7079,10.42,7.0326,28.969
14,4.25,8,11,0.85284,1.6963,10.389,6.7931,30.053
14,4.25,8,12,0.85367,1.6885,10.342,6.7025,31.181
14,4.25,8,13,0.85349,1.428,9.7845,5.7154,15.348
14,4.25,9,10,0.85083,1.7083,10.402,7.1339,29.656
14,4.25,9,11,0.8527,1.6978,10.376,6.8521,30.597
14,4.25,9,12,0.85344,1.6897,10.336,6.7334,31.47
14,4.25,9,13,0.85349,1.4283,9.7857,5.7165,15.36
14,4.25,9,14,0.85217,1.2988,9.456,5.2016,13.216
14,4.25,10,11,0.85249,1.6985,10.363,6.872,31.228
14,4.25,10,12,0.85314,1.6904,10.324,6.7412,31.867
14,4.25,10,13,0.85347,1.4187,9.7614,5.6795,15.158
14,4.25,10,14,0.85224,1.307,9.4798,5.2325,13.345
14,4.25,10,15,0.85087,1.2503,9.3107,4.9923,12.736
14,4.25,11,12,0.85281,1.6897,10.305,6.7157,32.302
14,4.25,11,13,0.85331,1.3839,9.6759,5.5377,14.521
14,4.25,11,14,0.85216,1.3022,9.4662,5.2215,13.273
14,4.25,11,15,0.85126,1.2662,9.3612,5.0588,12.872
14,4.25,11,16,0.8506,1.2463,9.2984,4.971,12.703
14,4.25,12,13,0.85136,1.2687,9.3699,5.0705,12.893
14,4.25,12,14,0.85136,1.2687,9.3699,5.0705,12.893
14,4.25,12,15,0.85136,1.2687,9.3699,5.0705,12.893
