x,y,z
31.493,1.8529,279.97
30.147,2.1089,280.92
31.059,3.0479,281.95
29.01,6.1664,278.23
30.301,5.753,280.16
30.68,4.4004,281.05
32.205,-4.1811,276.76
31.448,-1.4761,274.96
30.535,-2.4151,273.93
31.293,-5.1202,275.72
29.947,-4.8643,276.67
30.859,-3.9252,277.71
29.189,-2.1592,274.88
30.102,-1.2202,275.91
34.897,-4.693,274.85
34.14,-1.9879,273.05
33.985,-5.632,273.82
32.639,-5.3761,274.77
33.551,-4.437,275.8
34.085,-2.1455,275.94
30.157,-1.0626,273.03
29.778,0.28992,272.13
30.69,1.229,273.16
31.069,-0.12355,274.06
33.382,0.71715,271.26
33.327,0.5596,274.14
34.03,-2.303,278.82
33.272,0.40204,277.03
33.117,-3.2421,277.79
31.771,-2.9862,278.74
32.684,-2.0471,279.77
33.217,0.24449,279.91
36.722,-2.8148,276.92
36.777,-2.6573,274.03
35.964,-0.10979,275.12
35.809,-3.7539,275.88
34.463,-3.498,276.84
35.376,-2.5589,277.87
35.909,-0.26734,278
32.515,3.1071,275.23
29.878,3.7765,274.25
29.344,1.4849,274.12
29.723,0.13237,275.01
36.019,0.047765,272.24
35.207,2.5953,273.32
32.57,3.2647,272.35
35.152,2.4377,276.21
37.589,-5.2048,272.94
36.298,-4.7913,271.01
37.21,-3.8523,272.05
36.832,-2.4997,271.15
35.919,-3.4388,270.11
36.677,-6.1438,271.91
35.331,-5.8879,272.86
36.243,-4.9489,273.9
36.453,-1.1472,270.25
36.074,0.20532,269.35
39.524,-3.0116,269.24
39.145,-1.659,268.34
38.766,-0.30651,267.45
38.611,-3.9506,268.21
37.265,-3.6947,269.16
38.178,-2.7557,270.19
37.42,-0.050599,268.4
37.799,-1.4031,269.3
39.332,-3.3166,274.92
39.035,-1.9741,274.11
38.123,-2.9132,273.08
38.656,-0.62162,273.21
37.744,-1.5607,272.18
38.501,-4.2657,273.98
37.155,-4.0098,274.93
38.068,-3.0708,275.96
38.601,-0.77917,276.1
37.365,-0.20815,271.28
38.278,0.73091,272.32
37.899,2.0834,271.42
36.987,1.1444,270.39
35.262,2.7528,270.44
37.844,1.9259,274.3
31.716,-3.1437,281.63
32.287,-2.5567,282.27
31.912,-3.8431,282.09
32.872,-2.794,281.67
33.295,-2.2879,281.45
32.397,-2.1305,282.31
32.25,-0.85212,281.76
33.194,-1.7328,281.73
32.851,-0.23395,282.44
32.499,-1.7421,282.35
34.408,-3.6555,279.72
33.991,-2.4127,280.83
35.472,-2.669,279.36
34.489,-3.9423,279.91
34.808,-3.5346,279.73
34.283,-3.3088,280.3
36.7,-2.8777,278.07
37.52,-3.0174,277.21
37.36,-2.1575,277.64
36.971,-3.7047,277.51
35.709,-3.8843,278.75
36.004,-2.7602,278.81
38.181,-3.476,276.23
38.274,-3.1368,276.27
37.574,-3.6096,276.89
31.871,0.50041,280.86
32.784,1.4395,281.9
33.173,0.11671,282.25
32.932,0.16084,282.45
35.097,2.2802,279.09
33.751,2.5361,280.05
34.419,2.2807,281.75
34.714,2.2276,281.49
34.578,1.6453,281.45
35.058,2.1675,281.16
34.949,-0.1951,280.55
35.567,0.60111,280.21
34.116,1.8426,281.94
33.04,0.52241,282.51
37.789,1.7683,277.19
36.443,2.0242,278.14
36.823,0.67275,279.04
36.558,1.9093,279.63
37.085,1.8187,279.1
37.767,1.7054,278.34
37.078,-0.56392,278.44
38.05,0.83446,277.81
35.878,-0.357,279.65
34.718,3.6327,278.2
34.339,4.9852,277.3
31.702,5.6546,276.32
32.993,5.2411,278.25
33.372,3.8886,279.15
37.41,3.1209,276.29
37.031,4.4734,275.39
34.394,5.1428,274.41
35.685,4.7293,276.34
36.064,3.3768,277.24
33.435,2.1098,282.63
33.5,2.4411,282.64
33.317,3.7311,282.03
34.327,2.7897,282
33.882,4.3122,282.67
33.586,2.7711,282.67
36.009,3.2192,280.13
36.32,2.9295,280.12
38.569,1.5703,277.48
37.324,2.9531,279.11
38.35,2.3455,277.82
36.192,3.4069,280.33
38.992,-0.87843,276.24
39.895,-1.0145,275.01
39.088,-0.63193,276.12
40.382,1.3078,275.17
39.569,0.31744,274.25
38.977,-1.1297,276.09
39.135,1.5124,276.23
38.89,-0.48179,276.43
39.314,1.4552,276.5
38.591,-0.80926,276.65
40.102,2.609,274.38
39.19,1.67,273.35
39.723,3.9616,273.49
38.811,3.0225,272.45
37.086,4.6309,272.51
38.377,4.2175,274.44
38.756,2.8649,275.34
38.822,2.0809,277.22
39.357,1.7413,276.49
44.363,-8.751,265.35
44.149,-8.7171,265.62
44.008,-9.2178,265.56
44.246,-8.2011,265.62
44.428,-8.4407,265.18
44.599,-8.7626,264.62
44.285,-9.0327,265.14
42.216,-3.5234,267.34
41.837,-2.1709,266.44
41.458,-0.81835,265.54
41.303,-4.4625,266.3
39.957,-4.2065,267.25
40.87,-3.2675,268.29
40.112,-0.56243,266.49
40.491,-1.915,267.39
44.908,-4.0352,265.43
43.617,-3.6218,263.5
44.529,-2.6827,264.53
44.15,-1.3302,263.63
43.238,-2.2692,262.6
43.995,-4.9743,264.4
42.649,-4.7184,265.35
43.562,-3.7793,266.38
42.804,-1.0743,264.59
43.183,-2.4268,265.48
45.308,-4.1367,265.58
45.141,-4.1099,265.78
45.046,-4.5274,265.76
45.225,-3.7085,265.79
45.331,-3.9072,265.44
45.452,-4.1386,265.04
45.247,-4.3519,265.42
20.989,7.8595,281.06
20.077,6.9204,280.03
19.165,5.9814,278.99
19.543,4.6288,279.89
18.731,7.1763,280.98
17.819,6.2373,279.95
19.643,8.1154,282.01
18.197,4.8848,280.84
23.681,7.3476,279.15
22.769,6.4086,278.12
21.857,5.4695,277.09
22.235,4.117,277.98
21.423,6.6645,279.07
20.511,5.7254,278.04
22.335,7.6036,280.11
20.889,4.3729,278.94
26.373,6.8358,277.25
25.461,5.8968,276.21
24.549,4.9577,275.18
24.927,3.6052,276.08
24.115,6.1527,277.17
23.203,5.2136,276.13
25.027,7.0917,278.2
23.581,3.8611,277.03
29.065,6.324,275.34
28.153,5.3849,274.31
27.241,4.4459,273.27
27.619,3.0933,274.17
26.807,5.6408,275.26
25.895,4.7018,274.23
27.719,6.5799,276.29
26.273,3.3493,275.13
21.743,10.781,269.66
21.364,12.134,268.76
22.276,13.073,269.79
22.655,11.72,270.69
23.034,10.368,271.59
22.121,9.4287,270.56
25.726,9.856,269.68
24.968,12.561,267.89
24.813,8.9169,268.65
23.467,9.1728,269.6
24.38,10.112,270.64
24.913,12.403,270.77
23.567,12.659,271.72
23.189,14.012,270.83
24.101,14.951,271.86
24.48,13.598,272.76
24.858,12.246,273.66
23.946,11.307,272.62
27.55,11.734,271.75
27.605,11.892,268.87
26.793,14.439,269.95
26.638,10.795,270.72
25.292,11.051,271.67
26.204,11.99,272.7
24.156,15.109,268.98
26.738,14.282,272.84
23.193,8.3851,284.02
22.814,9.7376,283.13
21.468,9.9935,284.08
21.847,8.641,284.98
25.885,7.8732,282.12
25.506,9.2258,281.22
22.869,9.8952,280.24
24.16,9.4817,282.17
24.539,8.1292,283.07
22.056,12.443,281.33
21.144,11.504,280.3
20.232,10.565,279.26
20.611,9.212,280.16
19.798,11.76,281.25
18.886,10.82,280.22
20.71,12.699,282.28
19.264,9.4679,281.11
25.561,9.3833,278.34
24.748,11.931,279.42
23.836,10.992,278.39
22.924,10.053,277.36
23.303,8.7002,278.26
22.49,11.248,279.34
21.578,10.309,278.31
23.402,12.187,280.38
21.957,8.9561,279.21
24.693,11.773,282.31
24.638,11.616,285.19
24.26,12.968,284.3
23.881,14.321,283.4
23.726,10.677,284.16
22.38,10.933,285.11
23.292,11.872,286.15
22.535,14.577,284.35
22.914,13.224,285.25
27.331,11.104,283.29
27.385,11.261,280.4
26.952,12.456,282.39
26.573,13.809,281.49
26.418,10.165,282.25
25.072,10.421,283.21
25.984,11.36,284.24
23.936,14.478,280.51
25.227,14.065,282.44
25.606,12.712,283.34
28.577,7.3614,280.21
28.198,8.7139,279.31
26.852,8.9699,280.27
27.231,7.6173,281.16
31.269,6.8496,278.31
30.89,8.2021,277.41
28.253,8.8715,276.43
29.544,8.458,278.36
29.923,7.1055,279.26
27.44,11.419,277.52
25.616,9.5409,275.45
25.995,8.1883,276.35
24.803,12.088,276.54
24.27,9.7968,276.4
24.649,8.4443,277.3
30.945,8.3597,274.52
30.132,10.907,275.61
28.308,9.029,273.55
28.687,7.6765,274.44
27.495,11.577,274.63
26.962,9.285,274.5
27.341,7.9324,275.4
30.077,10.75,278.5
30.023,10.592,281.38
29.644,11.945,280.48
29.265,13.297,279.59
29.11,9.653,280.35
27.764,9.9089,281.3
28.677,10.848,282.33
26.628,13.966,278.61
27.919,13.553,280.54
28.298,12.2,281.44
32.715,10.08,279.47
32.77,10.238,276.59
32.336,11.433,278.58
31.957,12.785,277.68
31.802,9.1412,278.44
30.456,9.3971,279.39
31.369,10.336,280.43
29.32,13.455,276.7
30.611,13.041,278.63
30.99,11.689,279.53
23.502,15.673,282.5
23.124,17.026,281.6
21.299,15.148,279.53
21.678,13.795,280.43
19.953,15.404,280.49
21.778,17.282,282.55
20.332,14.051,281.39
22.156,15.929,283.45
26.194,15.161,280.59
25.816,16.514,279.7
23.991,14.636,277.63
24.37,13.283,278.53
23.179,17.183,278.72
22.645,14.892,278.58
24.47,16.77,280.65
23.024,13.539,279.48
24.848,15.417,281.55
22.366,19.731,279.81
20.541,17.853,277.74
20.92,16.5,278.64
19.195,18.109,278.69
19.574,16.756,279.59
25.871,16.672,276.81
25.058,19.219,277.9
23.233,17.341,275.83
23.612,15.988,276.73
22.421,19.888,276.92
21.887,17.597,276.79
22.266,16.244,277.68
25.003,19.061,280.78
23.457,12.344,277.49
22.545,11.405,276.46
22.166,12.758,275.56
23.079,13.697,276.6
26.683,14.124,275.72
25.237,10.893,274.55
24.046,14.793,274.74
23.512,12.502,274.61
23.891,11.149,275.51
30.187,11.065,272.73
29.375,13.612,273.82
27.929,10.382,272.65
26.583,10.637,273.6
22.7,15.049,275.7
21.788,14.11,274.66
21.409,15.463,273.77
22.321,16.402,274.8
25.926,16.829,273.93
23.288,17.498,272.95
22.755,15.207,272.81
23.134,13.854,273.71
29.43,13.77,270.93
28.618,16.317,272.02
25.98,16.987,271.04
28.563,16.16,274.91
28.886,14.65,278.69
28.508,16.002,277.79
27.162,16.258,278.74
27.54,14.906,279.64
32.012,12.943,274.79
31.578,14.138,276.78
31.2,15.49,275.88
29.854,15.746,276.84
30.232,14.394,277.73
27.75,18.707,275.99
25.113,19.377,275.02
27.695,18.55,278.88
31.255,15.648,273
30.442,18.195,274.09
27.805,18.865,273.11
30.387,18.038,276.97
29.399,1.6424,271.23
29.02,2.995,270.33
29.933,3.934,271.37
30.311,2.5815,272.27
32.625,3.4222,269.46
28.642,4.3475,269.44
28.263,5.7,268.54
29.175,6.6391,269.57
29.554,5.2866,270.47
31.867,6.1273,267.67
31.812,5.9697,270.55
31.757,5.8122,273.44
29.12,6.4815,272.46
28.587,4.19,272.32
28.965,2.8374,273.22
34.449,5.3003,271.53
27.774,6.7375,273.41
26.862,5.7984,272.38
26.483,7.1509,271.48
27.396,8.09,272.51
31,8.5172,271.64
28.363,9.1866,270.66
27.829,6.895,270.53
28.208,5.5425,271.42
34.504,5.4579,268.64
33.692,8.0054,269.73
31.055,8.6748,268.76
33.637,7.8478,272.62
35.317,2.9104,267.56
38.009,2.3985,265.65
37.954,2.241,268.53
34.559,5.6154,265.76
37.251,5.1036,263.85
37.196,4.946,266.74
37.52,3.436,270.52
37.141,4.7885,269.62
40.591,1.5716,269.51
40.646,1.7292,266.63
40.212,2.9241,268.61
39.833,4.2767,267.72
39.679,0.63254,268.48
38.333,0.88846,269.43
39.245,1.8275,270.47
38.487,4.5326,268.67
38.866,3.18,269.57
36.384,7.4935,267.83
33.747,8.1629,266.85
36.329,7.336,270.71
39.888,4.4342,264.83
39.455,5.6292,266.82
39.076,6.9817,265.92
36.439,7.6511,264.94
39.021,6.8242,268.81
25.192,7.5644,269.55
26.104,8.5034,270.58
25.571,6.2119,270.45
28.418,9.3441,267.78
26.917,5.9559,269.49
31.11,8.8323,265.87
27.66,12.049,265.98
30.352,11.537,264.08
30.297,11.38,266.96
27.017,9.4425,271.61
30.242,11.222,269.84
32.934,10.71,267.94
32.879,10.553,270.82
29.485,13.927,268.05
26.848,14.597,267.07
32.989,10.868,265.05
32.177,13.415,266.14
29.54,14.085,265.16
32.122,13.258,269.03
33.802,8.3205,263.96
36.494,7.8086,262.06
33.044,11.026,262.17
35.736,10.514,260.26
35.681,10.356,263.15
35.626,10.199,266.03
35.571,10.041,268.92
39.131,7.1393,263.04
38.318,9.6868,264.13
38.264,9.5292,267.01
34.869,12.904,264.24
32.232,13.573,263.26
34.814,12.746,267.12
38.373,9.8443,261.24
37.561,12.392,262.33
34.924,13.061,261.35
37.506,12.234,265.21
33.961,6.3377,276.4
33.582,7.6903,275.5
32.236,7.9462,276.45
32.615,6.5937,277.35
36.653,5.8259,274.49
36.274,7.1784,273.6
34.928,7.4344,274.55
35.307,6.0818,275.45
32.824,10.395,273.71
35.895,8.531,272.7
35.517,9.8835,271.8
35.462,9.7259,274.68
35.407,9.5684,277.57
35.028,10.921,276.67
34.649,12.273,275.77
34.494,8.6293,276.54
33.148,8.8852,277.49
34.061,9.8243,278.52
33.303,12.529,276.73
33.682,11.177,277.62
38.099,9.0566,275.66
36.808,9.47,273.73
37.72,10.409,274.76
37.341,11.762,273.87
36.429,10.823,272.83
37.186,8.1175,274.63
35.84,8.3734,275.58
36.753,9.3125,276.62
34.704,12.431,272.89
35.995,12.018,274.82
36.374,10.665,275.72
38.432,4.375,271.55
39.345,5.3141,272.59
38.966,6.6666,271.69
38.054,5.7275,270.66
37.62,6.9225,272.64
37.999,5.57,273.54
38.587,8.0191,270.79
38.209,9.3717,269.89
36.863,9.6276,270.85
37.241,8.275,271.74
41.658,6.1548,269.78
40.367,6.5682,267.85
41.279,7.5073,268.89
40.901,8.8598,267.99
39.988,7.9208,266.95
40.746,5.2157,268.75
39.4,5.4716,269.7
40.312,6.4107,270.74
39.555,9.1157,268.94
39.933,7.7632,269.84
32.067,13.1,271.91
34.759,12.589,270
31.31,15.805,270.11
28.672,16.475,269.14
34.002,15.294,268.21
31.365,15.963,267.23
33.947,15.136,271.09
34.27,13.626,274.88
33.892,14.978,273.98
32.546,15.234,274.93
32.924,13.882,275.83
37.396,11.919,270.98
36.962,13.114,272.97
36.584,14.467,272.07
35.238,14.723,273.02
35.616,13.37,273.92
33.513,16.331,273.08
33.134,17.684,272.18
30.497,18.353,271.2
33.079,17.526,275.07
36.639,14.624,269.19
36.205,15.819,271.17
35.826,17.172,270.28
33.189,17.841,269.3
34.48,17.428,271.23
34.859,16.075,272.13
37.83,10.724,269
37.451,12.077,268.1
40.956,9.0174,265.1
40.522,10.212,267.09
40.143,11.565,266.19
38.797,11.821,267.15
39.176,10.468,268.04
36.694,14.782,266.3
34.057,15.451,265.32
40.198,11.722,263.31
39.764,12.917,265.29
39.386,14.27,264.4
36.749,14.939,263.42
39.331,14.112,267.28
40.033,11.25,271.96
38.742,11.663,270.03
39.654,12.602,271.06
39.276,13.955,270.17
38.363,13.016,269.13
39.121,10.311,270.93
37.775,10.567,271.88
38.687,11.506,272.91
37.93,14.211,271.12
38.308,12.858,272.02
38.897,15.307,269.27
38.518,16.66,268.37
35.881,17.329,267.39
37.172,16.916,269.32
37.551,15.563,270.22
41.968,13.443,268.26
40.677,13.856,266.33
41.589,14.796,267.36
41.21,16.148,266.46
40.298,15.209,265.43
41.055,12.504,267.23
39.709,12.76,268.18
40.622,13.699,269.21
38.573,16.817,265.49
39.864,16.404,267.42
40.243,15.051,268.31
19.639,13.742,268.82
17.76,11.707,269.63
18.293,13.998,269.77
17.381,13.059,268.73
17.002,14.412,267.84
17.914,15.351,268.87
18.827,16.29,269.9
19.205,14.937,270.8
19.584,13.585,271.7
18.672,12.646,270.67
21.519,15.778,268
20.606,14.839,266.96
20.018,12.39,269.71
20.93,13.329,270.75
19.106,11.451,268.68
19.26,15.095,267.92
18.348,14.156,266.88
20.173,16.034,268.95
18.727,12.803,267.78
21.464,15.62,270.88
24.211,15.266,266.09
23.298,14.327,265.06
21.952,14.583,266.01
22.865,15.522,267.04
20.118,15.876,271.84
19.739,17.229,270.94
20.651,18.168,271.97
21.03,16.815,272.87
20.497,14.524,272.73
23.343,17.656,270.06
21.843,14.268,271.78
20.706,18.325,269.09
26.035,17.144,268.16
23.398,17.814,267.18
19.36,18.581,270.04
18.448,17.642,269.01
18.069,18.995,268.11
18.982,19.934,269.14
19.894,20.873,270.18
20.273,19.52,271.07
22.586,20.361,268.27
20.761,18.483,266.2
21.14,17.13,267.1
19.949,21.03,267.29
19.415,18.739,267.16
19.794,17.386,268.05
22.531,20.204,271.15
26.09,17.302,265.27
25.278,19.849,266.36
23.453,17.971,264.3
23.832,16.619,265.19
22.641,20.519,265.38
22.107,18.227,265.25
22.486,16.875,266.15
25.223,19.692,269.25
18.603,21.286,268.24
17.691,20.347,267.21
17.312,21.7,266.31
18.224,22.639,267.35
19.136,23.578,268.38
19.515,22.225,269.28
21.828,23.066,266.47
20.916,22.127,265.44
20.004,21.188,264.41
20.383,19.835,265.3
19.57,22.383,266.39
18.658,21.444,265.36
20.482,23.322,267.43
19.037,20.091,266.26
21.774,22.909,269.36
25.333,20.007,263.48
24.52,22.554,264.57
22.696,20.676,262.5
23.075,19.324,263.4
21.883,23.224,263.59
21.35,20.932,263.45
21.729,19.58,264.35
24.466,22.397,267.45
20.537,23.48,264.54
19.625,22.541,263.51
19.246,23.893,262.61
20.159,24.832,263.64
21.071,25.771,264.68
21.45,24.419,265.58
24.575,22.712,261.68
23.763,25.259,262.77
21.938,23.381,260.7
22.317,22.029,261.6
21.126,25.929,261.79
20.592,23.637,261.66
20.971,22.285,262.56
23.708,25.102,265.66
20.596,18.01,274.86
19.784,20.558,275.94
17.959,18.68,273.88
18.338,17.327,274.77
18.717,15.975,275.67
19.629,16.914,276.71
18.283,17.17,277.66
17.371,16.231,276.63
16.613,18.936,274.83
16.992,17.583,275.73
22.476,20.046,274.04
20.975,16.658,275.75
20.063,15.719,274.72
19.839,20.715,273.06
19.305,18.424,272.92
19.684,17.071,273.82
19.027,23.263,274.15
17.202,21.385,272.08
17.581,20.032,272.98
15.856,21.641,273.03
16.235,20.288,273.93
21.719,22.751,272.24
19.081,23.42,271.26
18.548,21.129,271.13
18.927,19.776,272.03
21.664,22.593,275.13
21.609,22.436,278.01
24.301,21.924,276.1
24.246,21.767,278.99
20.851,25.141,276.21
24.356,22.082,273.22
23.543,24.629,274.31
20.906,25.299,273.33
23.488,24.472,277.19
25.168,19.534,272.13
27.86,19.022,270.23
24.411,22.239,270.34
27.915,19.18,267.34
27.103,21.727,268.43
27.048,21.57,271.31
26.993,21.412,274.2
26.938,21.255,277.08
29.685,20.9,272.29
29.63,20.743,275.18
26.235,24.117,272.4
23.598,24.787,271.42
26.18,23.96,275.29
29.74,21.058,269.41
28.927,23.605,270.5
26.29,24.275,269.52
28.872,23.448,273.38
18.269,25.968,272.35
16.444,24.09,270.29
16.823,22.737,271.18
15.098,24.346,271.24
15.477,22.993,272.14
20.961,25.456,270.45
18.324,26.125,269.47
17.79,23.834,269.33
18.169,22.481,270.23
17.512,28.673,270.56
16.599,27.734,269.52
15.687,26.795,268.49
16.066,25.442,269.39
15.253,27.99,270.48
14.341,27.051,269.44
16.166,28.929,271.51
14.72,25.698,270.34
21.016,25.614,267.56
20.204,28.161,268.65
18.379,26.283,266.58
18.758,24.93,267.48
17.567,28.831,267.67
17.033,26.539,267.54
17.412,25.186,268.43
20.149,28.004,271.53
20.094,27.846,274.42
22.786,27.334,272.51
22.731,27.177,275.4
19.336,30.551,272.62
16.699,31.22,271.65
22.841,27.492,269.63
22.028,30.039,270.72
19.391,30.709,269.74
21.973,29.882,273.6
23.653,24.944,268.54
27.158,21.885,265.55
26.345,24.432,266.63
22.896,27.649,266.74
20.259,28.319,265.77
19.725,26.027,265.63
20.104,24.675,266.53
26.4,24.59,263.75
25.588,27.137,264.84
22.951,27.807,263.86
25.533,26.98,267.72
25.478,26.822,270.61
25.423,26.665,273.49
28.982,23.763,267.61
28.17,26.311,268.7
28.115,26.153,271.59
24.72,29.527,268.81
22.083,30.197,267.83
24.665,29.37,271.7
28.225,26.468,265.82
27.412,29.016,266.91
24.775,29.685,265.93
27.357,28.858,269.79
26.903,14.754,264.19
24.266,15.424,263.21
29.595,14.242,262.28
26.958,14.912,261.3
22.92,15.68,264.16
22.007,14.74,263.13
21.629,16.093,262.23
22.541,17.032,263.26
26.145,17.459,262.39
24.321,15.581,260.32
24.699,14.229,261.22
23.508,18.129,261.41
22.975,15.837,261.28
23.353,14.485,262.17
28.837,16.947,260.48
26.2,17.617,259.51
25.667,15.325,259.37
26.045,13.973,260.27
28.782,16.79,263.37
28.727,16.632,266.25
31.419,16.121,264.35
27.97,19.337,264.46
31.474,16.278,261.46
30.662,18.826,262.55
28.025,19.495,261.57
30.607,18.668,265.43
32.287,13.731,260.37
34.979,13.219,258.47
31.529,16.436,258.58
28.892,17.105,257.6
34.221,15.924,256.67
34.166,15.766,259.56
34.112,15.609,262.44
37.616,12.549,259.45
36.804,15.097,260.53
33.354,18.314,260.64
30.717,18.983,259.67
33.299,18.156,263.53
36.858,15.254,257.65
36.046,17.802,258.74
33.409,18.471,257.76
35.991,17.644,261.62
22.162,18.385,262.36
21.25,17.446,261.33
20.871,18.798,260.43
21.784,19.737,261.47
25.388,20.164,260.59
23.563,18.286,258.53
23.942,16.934,259.43
22.751,20.834,259.62
22.217,18.542,259.48
22.596,17.19,260.38
28.08,19.653,258.69
26.255,17.774,256.62
26.634,16.422,257.52
25.443,20.322,257.71
24.909,18.03,257.57
25.288,16.678,258.47
21.405,21.09,260.57
20.493,20.151,259.54
20.114,21.503,258.64
21.026,22.442,259.67
24.63,22.869,258.8
22.806,20.991,256.73
23.185,19.639,257.63
21.993,23.539,257.82
21.46,21.247,257.68
21.839,19.895,258.58
28.135,19.81,255.8
27.322,22.358,256.89
25.498,20.479,254.83
25.877,19.127,255.72
24.685,23.027,255.91
24.152,20.735,255.78
24.531,19.383,256.68
27.267,22.2,259.78
27.213,22.042,262.66
29.905,21.531,260.76
29.85,21.373,263.64
26.455,24.748,260.87
23.818,25.417,259.89
29.96,21.688,257.87
29.147,24.236,258.96
26.51,24.905,257.98
29.092,24.078,261.84
30.772,19.141,256.78
27.601,17.518,255.67
27.98,16.166,256.57
33.464,18.629,254.88
30.014,21.846,254.99
27.377,22.515,254.01
26.844,20.224,253.87
27.223,18.871,254.77
32.706,21.334,253.08
30.069,22.003,252.1
32.652,21.176,255.96
32.597,21.019,258.85
32.542,20.861,261.73
36.101,17.959,255.85
35.289,20.507,256.94
35.234,20.349,259.83
31.839,23.724,257.05
29.202,24.393,256.08
31.784,23.566,259.94
35.344,20.665,254.06
34.531,23.212,255.15
31.894,23.881,254.17
34.476,23.054,258.03
30.552,18.51,268.32
33.244,17.999,266.41
29.795,21.216,266.52
32.487,20.704,264.62
32.432,20.546,267.5
32.377,20.389,270.39
32.322,20.231,273.27
35.447,18.524,269.38
35.069,19.877,268.48
35.014,19.719,271.36
31.619,23.094,268.59
31.564,22.936,271.47
35.124,20.034,265.6
34.69,21.229,267.58
34.311,22.582,266.68
31.674,23.251,265.71
32.965,22.838,267.64
34.256,22.424,269.57
35.936,17.487,264.51
39.441,14.427,261.51
39.007,15.622,263.5
38.628,16.975,262.6
37.282,17.231,263.55
35.557,18.839,263.61
35.179,20.192,262.71
38.683,17.133,259.72
38.249,18.328,261.7
37.871,19.68,260.81
36.525,19.936,261.76
36.903,18.583,262.66
38.139,18.012,267.47
37.761,19.365,266.57
36.848,18.426,265.54
36.415,19.621,267.53
36.793,18.268,268.42
39.919,16.562,264.53
40.832,17.501,265.57
40.453,18.853,264.67
39.54,17.914,263.63
38.194,18.17,264.59
39.107,19.109,265.62
39.486,17.756,266.52
36.47,19.778,264.64
37.382,20.717,265.68
37.003,22.07,264.78
36.091,21.131,263.74
34.366,22.739,263.8
35.657,22.326,265.73
36.036,20.973,266.63
29.037,23.921,264.73
31.729,23.409,262.82
28.28,26.626,262.93
25.643,27.295,261.95
30.972,26.114,261.03
28.335,26.783,260.05
30.917,25.956,263.91
31.241,24.446,267.69
30.862,25.799,266.79
30.807,25.641,269.68
33.933,23.934,265.79
33.554,25.287,264.89
32.208,25.543,265.84
32.587,24.19,266.74
30.483,27.151,265.9
30.104,28.504,265
27.467,29.173,264.02
30.049,28.346,267.88
33.609,25.444,262
33.175,26.639,263.99
32.796,27.992,263.09
30.159,28.661,262.11
31.45,28.248,264.05
31.829,26.895,264.94
34.8,21.544,261.81
34.421,22.897,260.92
37.926,19.838,257.92
37.492,21.033,259.91
37.113,22.385,259.01
35.767,22.641,259.96
36.146,21.288,260.86
34.042,24.249,260.02
33.664,25.602,259.12
31.027,26.271,258.14
37.168,22.543,256.13
36.734,23.738,258.11
36.356,25.09,257.21
35.443,24.151,256.18
33.719,25.76,256.24
35.01,25.346,258.17
35.388,23.994,259.06
35.712,22.483,262.85
36.625,23.423,263.88
36.246,24.775,262.98
35.334,23.836,261.95
34.9,25.031,263.94
35.279,23.678,264.83
34.955,25.189,261.05
35.867,26.128,262.08
35.488,27.48,261.19
34.576,26.541,260.15
32.851,28.149,260.21
34.142,27.736,262.14
34.521,26.383,263.04
24.948,18.904,283.67
24.569,20.256,282.77
24.191,21.609,281.87
24.036,17.965,282.64
22.69,18.221,283.59
23.602,19.16,284.62
22.845,21.865,282.83
23.223,20.512,283.72
27.64,18.392,281.76
27.261,19.745,280.86
26.883,21.097,279.97
26.728,17.453,280.73
25.382,17.709,281.68
26.294,18.648,282.72
25.537,21.353,280.92
25.915,20.001,281.82
30.332,17.88,279.86
29.953,19.233,278.96
29.575,20.585,278.06
29.42,16.941,278.82
28.074,17.197,279.78
28.986,18.136,280.81
28.229,20.841,279.01
28.607,19.489,279.91
33.024,17.368,277.95
32.646,18.721,277.05
32.267,20.073,276.15
32.112,16.429,276.92
30.766,16.685,277.87
31.678,17.624,278.9
30.921,20.329,277.11
31.299,18.977,278.01
35.716,16.857,276.04
34.425,17.27,274.11
35.338,18.209,275.15
34.959,19.562,274.25
34.046,18.623,273.22
34.804,15.918,275.01
33.458,16.173,275.96
34.37,17.113,277
33.613,19.818,275.2
33.992,18.465,276.1
23.812,22.962,280.98
23.433,24.314,280.08
22.087,24.57,281.03
22.466,23.217,281.93
26.504,22.45,279.07
26.125,23.802,278.17
24.779,24.058,279.12
25.158,22.706,280.02
23.054,25.667,279.18
22.676,27.019,278.28
21.33,27.275,279.23
21.708,25.922,280.13
25.747,25.155,277.27
25.368,26.507,276.38
24.022,26.763,277.33
24.401,25.411,278.23
29.196,21.938,277.16
28.817,23.29,276.27
27.471,23.546,277.22
27.85,22.194,278.12
31.888,21.426,275.26
31.509,22.779,274.36
30.163,23.034,275.31
30.542,21.682,276.21
28.439,24.643,275.37
28.06,25.995,274.47
26.714,26.251,275.42
27.093,24.899,276.32
31.131,24.131,273.46
30.752,25.484,272.56
29.406,25.74,273.52
29.785,24.387,274.41
22.297,28.372,277.38
21.918,29.724,276.49
20.572,29.98,277.44
20.951,28.628,278.34
24.989,27.86,275.48
24.61,29.212,274.58
23.264,29.468,275.53
23.643,28.116,276.43
21.54,31.077,275.59
21.161,32.429,274.69
18.524,33.099,273.71
19.815,32.685,275.64
20.194,31.333,276.54
24.232,30.565,273.68
23.853,31.917,272.78
21.216,32.587,271.81
22.507,32.173,273.74
22.886,30.821,274.64
27.681,27.348,273.57
27.302,28.7,272.67
25.956,28.956,273.63
