P1,P2,P3,P4,PCC,RSME,AE,3mVAE,1mVAE
13,4,12,17,0.85414,1.3257,9.284,5.1994,13.305
13,4,13,14,0.85423,1.3516,9.3531,5.2908,13.73
13,4,13,15,0.85423,1.3516,9.3531,5.2908,13.73
13,4,13,16,0.85423,1.3516,9.3531,5.2908,13.73
13,4,13,17,0.85423,1.3516,9.3531,5.2908,13.73
13,4,13,18,0.85423,1.3516,9.3531,5.2908,13.73
13,4.25,9,10,0.84538,1.8788,10.405,8.0961,39.602
13,4.25,9,11,0.84689,1.8667,10.382,7.8077,41.502
13,4.25,9,12,0.84742,1.8542,10.331,7.569,43.43
13,4.25,9,13,0.84683,1.8442,10.271,7.3766,45.917
13,4.25,9,14,0.85013,1.5445,9.6863,6.0106,17.425
13,4.25,10,11,0.84546,1.8721,10.368,7.9122,43.18
13,4.25,10,12,0.84622,1.8576,10.315,7.6317,44.757
13,4.25,10,13,0.84604,1.8462,10.259,7.417,46.733
13,4.25,10,14,0.85008,1.5405,9.6758,6.0007,17.334
13,4.25,10,15,0.85164,1.3854,9.3259,5.5065,14.242
13,4.25,11,12,0.84529,1.8569,10.284,7.648,45.994
13,4.25,11,13,0.84526,1.8461,10.239,7.4177,47.704
13,4.25,11,14,0.85016,1.5235,9.6353,5.944,16.952
13,4.25,11,15,0.85163,1.3883,9.3335,5.5143,14.274
13,4.25,11,16,0.85202,1.3187,9.1525,5.3042,13.248
13,4.25,12,13,0.8444,1.845,10.214,7.3564,49.077
13,4.25,12,14,0.85069,1.475,9.5284,5.7842,15.93
13,4.25,12,15,0.85174,1.3748,9.2996,5.4771,14.062
13,4.25,12,16,0.85198,1.3304,9.1852,5.3386,13.365
13,4.25,12,17,0.852,1.3058,9.1166,5.2649,13.059
13,4.25,13,14,0.85202,1.3253,9.1724,5.3234,13.298
13,4.25,13,15,0.85202,1.3253,9.1724,5.3234,13.298
13,4.25,13,16,0.85202,1.3253,9.1724,5.3234,13.298
13,4.25,13,17,0.85202,1.3253,9.1724,5.3234,13.298
13,4.25,13,18,0.85202,1.3253,9.1724,5.3234,13.298
13,4.5,9,10,0.84241,1.9134,10.387,8.4748,41.087
13,4.5,9,11,0.84372,1.902,10.362,8.151,43.523
13,4.5,9,12,0.84403,1.89,10.308,7.9094,46.039
13,4.5,9,13,0.84318,1.8806,10.243,7.7192,49.163
13,4.5,9,14,0.847,1.5607,9.6215,6.1598,17.446
13,4.5,10,11,0.84182,1.9098,10.346,8.2651,45.66
13,4.5,10,12,0.84242,1.8953,10.289,8.0015,47.851
13,4.5,10,13,0.84203,1.8839,10.229,7.7829,50.403
13,4.5,10,14,0.84685,1.5525,9.599,6.1548,17.269
13,4.5,10,15,0.84893,1.3865,9.2209,5.6319,14.158
13,4.5,11,12,0.84112,1.8957,10.255,8.0437,49.433
13,4.5,11,13,0.84093,1.8847,10.204,7.801,51.613
13,4.5,11,14,0.84694,1.5291,9.5422,6.0765,16.792
13,4.5,11,15,0.84896,1.3828,9.2109,5.6227,14.111
13,4.5,11,16,0.84964,1.3092,9.0121,5.3839,13.146
13,4.5,12,13,0.83977,1.8842,10.176,7.755,52.982
13,4.5,12,14,0.84769,1.4701,9.41,5.8866,15.678
13,4.5,12,15,0.8492,1.3611,9.1543,5.5547,13.807
13,4.5,12,16,0.84961,1.314,9.0266,5.4059,13.198
13,4.5,12,17,0.84972,1.2886,8.9498,5.3067,12.856
13,4.5,13,14,0.84971,1.3011,8.9893,5.3528,13.018
13,4.5,13,15,0.84971,1.3011,8.9893,5.3528,13.018
13,4.5,13,16,0.84971,1.3011,8.9893,5.3528,13.018
13,4.5,13,17,0.84971,1.3011,8.9893,5.3528,13.018
13,4.5,13,18,0.84971,1.3011,8.9893,5.3528,13.018
13,4.75,9,10,0.83943,1.9468,10.369,8.8772,42.543
13,4.75,9,11,-Inf,2.974,11.262,11.782,28.8
13,4.75,9,12,0.84063,1.9248,10.286,8.2775,48.871
13,4.75,9,13,0.8395,1.9159,10.218,8.0759,52.056
13,4.75,9,14,0.84376,1.5771,9.56,6.3252,17.474
13,4.75,10,11,0.83814,1.9465,10.326,8.648,48.45
13,4.75,10,12,0.83857,1.932,10.265,8.3742,50.765
13,4.75,10,13,0.83795,1.9208,10.2,8.1698,53.288
13,4.75,10,14,0.84346,1.5649,9.5251,6.3185,17.253
13,4.75,10,15,0.84604,1.3889,9.12,5.7619,14.116
13,4.75,11,12,0.83686,1.9339,10.226,8.4429,52.578
13,4.75,11,13,0.83649,1.9227,10.172,8.2105,54.704
13,4.75,11,14,0.84355,1.5353,9.4518,6.2313,16.727
13,4.75,11,15,0.84612,1.3788,9.0915,5.7272,13.999
13,4.75,11,16,0.8471,1.3021,8.8753,5.4651,13.044
13,4.75,12,13,0.83497,1.9232,10.139,8.2112,56.332
13,4.75,12,14,0.84452,1.4658,9.2932,5.9865,15.484
13,4.75,12,15,0.84651,1.3491,9.0107,5.6262,13.655
13,4.75,12,16,0.84712,1.3003,8.8697,5.4594,13.027
13,4.75,12,17,0.84732,1.2745,8.7848,5.3446,12.707
13,4.75,13,14,0.84731,1.2802,8.805,5.3708,12.77
13,4.75,13,15,0.84731,1.2802,8.805,5.3708,12.77
13,4.75,13,16,0.84731,1.2802,8.805,5.3708,12.77
13,4.75,13,17,0.84731,1.2802,8.805,5.3708,12.77
13,4.75,13,18,0.84731,1.2802,8.805,5.3708,12.77
14,3.75,9,10,0.85114,1.9995,11.289,9.1309,47.07
14,3.75,9,11,0.85297,1.9857,11.267,8.8287,49.113
14,3.75,9,12,0.8539,1.9715,11.22,8.5928,50.792
14,3.75,9,13,0.85381,1.9597,11.163,8.3873,52.439
14,3.75,9,14,0.8558,1.6835,10.621,6.7464,19.572
14,3.75,10,11,0.85238,1.9871,11.255,8.8861,50.343
14,3.75,10,12,0.85338,1.9721,11.208,8.6211,51.545
14,3.75,10,13,0.85356,1.96,11.157,8.3937,52.744
14,3.75,10,14,0.85585,1.6887,10.634,6.7698,19.783
14,3.75,10,15,0.85634,1.5468,10.32,5.9784,15.647
14,3.75,11,12,0.85304,1.9694,11.183,8.5669,52.274
14,3.75,11,13,0.85325,1.9587,11.143,8.3696,53.28
14,3.75,11,14,0.85587,1.6836,10.622,6.74,19.559
14,3.75,11,15,0.8563,1.5637,10.362,6.0762,15.958
14,3.75,11,16,0.85616,1.499,10.206,5.7435,14.701
14,3.75,12,13,0.85288,1.9564,11.125,8.3101,53.907
14,3.75,12,14,0.85604,1.6531,10.557,6.5445,18.306
14,3.75,12,15,0.8563,1.5661,10.368,6.0889,16.006
14,3.75,12,16,0.85623,1.5258,10.273,5.8756,15.232
14,3.75,12,17,0.85611,1.5028,10.216,5.774,14.824
14,3.75,13,14,0.85629,1.537,10.301,5.9362,15.444
14,3.75,13,15,0.85629,1.537,10.301,5.9362,15.444
14,3.75,13,16,0.85629,1.537,10.301,5.9362,15.444
14,3.75,13,17,0.85629,1.537,10.301,5.9362,15.444
14,3.75,13,18,0.85629,1.537,10.301,5.9362,15.444
14,4,9,10,0.84832,2.0396,11.266,9.5209,49.194
14,4,9,11,0.84999,2.0261,11.243,9.2255,51.214
14,4,9,12,0.85073,2.0122,11.191,9.0196,52.982
14,4,9,13,0.8504,2.0006,11.13,8.8425,55.129
14,4,9,14,0.85309,1.7001,10.544,7.0022,19.36
14,4,10,11,0.84901,2.0295,11.229,9.3363,52.657
14,4,10,12,0.8499,2.014,11.177,9.099,53.992
14,4,10,13,0.84991,2.0016,11.121,8.8772,55.677
14,4,10,14,0.8531,1.7005,10.545,7.0025,19.376
14,4,10,15,0.85413,1.5449,10.199,6.0343,15.428
14,4,11,12,0.84929,2.012,11.148,9.0852,55.153
14,4,11,13,0.84939,2.0006,11.103,8.8549,56.402
14,4,11,14,0.85316,1.6889,10.518,6.9203,18.963
14,4,11,15,0.8541,1.5551,10.225,6.0818,15.608
14,4,11,16,0.85421,1.4842,10.049,5.7541,14.321
14,4,12,13,0.84881,1.9986,11.081,8.7904,57.372
14,4,12,14,0.85349,1.6476,10.428,6.6097,17.617
14,4,12,15,0.85412,1.5492,10.211,6.0588,15.48
14,4,12,16,0.85419,1.5044,10.102,5.8452,14.627
14,4,12,17,0.85414,1.4792,10.037,5.7417,14.22
14,4,13,14,0.85423,1.5075,10.111,5.859,14.685
14,4,13,15,0.85423,1.5075,10.111,5.859,14.685
14,4,13,16,0.85423,1.5075,10.111,5.859,14.685
14,4,13,17,0.85423,1.5075,10.111,5.859,14.685
14,4,13,18,0.85423,1.5075,10.111,5.859,14.685
14,4.25,9,10,0.84538,2.0784,11.244,9.9042,50.912
14,4.25,9,11,0.84689,2.0656,11.22,9.6332,53.054
14,4.25,9,12,0.84742,2.052,11.165,9.4118,55.163
14,4.25,9,13,0.84683,2.0408,11.099,9.2595,57.83
14,4.25,9,14,0.85013,1.7173,10.47,7.2537,19.237
14,4.25,10,11,0.84546,2.0712,11.204,9.7413,54.65
14,4.25,10,12,0.84622,2.0554,11.147,9.5078,56.545
14,4.25,10,13,0.84604,2.0428,11.087,9.3264,58.707
14,4.25,10,14,0.85008,1.713,10.459,7.2257,19.096
14,4.25,10,15,0.85164,1.5445,10.082,6.0967,15.233
14,4.25,11,12,0.84529,2.0543,11.114,9.5645,57.976
14,4.25,11,13,0.84526,2.0425,11.065,9.3516,59.923
14,4.25,11,14,0.85016,1.6945,10.415,7.0688,18.547
14,4.25,11,15,0.85163,1.5477,10.09,6.1109,15.286
14,4.25,11,16,0.85202,1.4713,9.8951,5.8059,14.074
14,4.25,12,13,0.8444,2.0409,11.038,9.3023,61.278
14,4.25,12,14,0.85069,1.6419,10.3,6.6646,17.135
14,4.25,12,15,0.85174,1.5329,10.054,6.045,15.019
14,4.25,12,16,0.85198,1.4842,9.9304,5.8562,14.24
14,4.25,12,17,0.852,1.4572,9.8565,5.7573,13.873
14,4.25,13,14,0.85202,1.4786,9.9165,5.8349,14.161
14,4.25,13,15,0.85202,1.4786,9.9165,5.8349,14.161
14,4.25,13,16,0.85202,1.4786,9.9165,5.8349,14.161
14,4.25,13,17,0.85202,1.4786,9.9165,5.8349,14.161
14,4.25,13,18,0.85202,1.4786,9.9165,5.8349,14.161
14,4.5,9,10,0.84241,2.1159,11.224,10.216,52.324
14,4.5,9,11,0.84372,2.1038,11.198,9.9641,54.627
14,4.5,9,12,0.84403,2.0907,11.14,9.81,57.239
14,4.5,9,13,0.84318,2.08,11.07,9.6619,60.617
14,4.5,9,14,0.847,1.7349,10.4,7.4677,19.157
14,4.5,10,11,0.84182,2.1119,11.181,10.155,56.652
14,4.5,10,12,0.84242,2.096,11.119,9.9517,59.01
14,4.5,10,13,0.84203,2.0834,11.054,9.7565,61.87
14,4.5,10,14,0.84685,1.726,10.376,7.4142,18.906
14,4.5,10,15,0.84893,1.5455,9.9688,6.2242,15.093
14,4.5,11,12,0.84112,2.0961,11.082,10.02,60.988
14,4.5,11,13,0.84093,2.0839,11.028,9.7933,63.34
14,4.5,11,14,0.84693,1.7006,10.315,7.2165,18.219
14,4.5,11,15,0.84896,1.5415,9.958,6.1991,15.033
14,4.5,11,16,0.84964,1.4606,9.744,5.8717,13.978
14,4.5,12,13,0.83977,2.0831,10.997,9.8008,64.819
14,4.5,12,14,0.84769,1.6365,10.172,6.7244,16.795
14,4.5,12,15,0.8492,1.5177,9.897,6.091,14.697
14,4.5,12,16,0.84961,1.466,9.7595,5.8969,14.026
14,4.5,12,17,0.84972,1.4377,9.6769,5.7896,13.693
14,4.5,13,14,0.84971,1.4516,9.7193,5.8416,13.85
14,4.5,13,15,0.84971,1.4516,9.7193,5.8416,13.85
14,4.5,13,16,0.84971,1.4516,9.7193,5.8416,13.85
14,4.5,13,17,0.84971,1.4516,9.7193,5.8416,13.85
14,4.5,13,18,0.84971,1.4516,9.7193,5.8416,13.85
14,4.75,9,10,0.83943,2.152,11.206,10.525,53.587
14,4.75,9,11,0.84055,2.1407,11.178,10.297,56.162
14,4.75,9,12,0.84063,2.1282,11.116,10.155,59.349
14,4.75,9,13,0.8395,2.1181,11.042,10.054,63.227
14,4.75,9,14,0.84377,1.7526,10.334,7.6834,19.107
14,4.75,10,11,0.83814,2.1515,11.159,10.52,58.599
14,4.75,10,12,0.83857,2.1356,11.093,10.333,61.613
14,4.75,10,13,0.83795,2.1231,11.024,10.17,64.728
14,4.75,10,14,0.84347,1.7393,10.296,7.6065,18.79
14,4.75,10,15,0.84604,1.5479,9.8601,6.3546,15.029
14,4.75,11,12,0.83686,2.1372,11.051,10.472,64.049
14,4.75,11,13,0.83649,2.1248,10.993,10.271,66.184
14,4.75,11,14,0.84355,1.707,10.217,7.3469,18.013
14,4.75,11,15,0.84612,1.5368,9.8294,6.3011,14.898
14,4.75,11,16,0.8471,1.4523,9.5966,5.944,13.92
14,4.75,12,13,0.83497,2.1249,10.958,10.317,67.587
14,4.75,12,14,0.84452,1.6315,10.047,6.8087,16.562
14,4.75,12,15,0.84651,1.5042,9.7424,6.1488,14.478
14,4.75,12,16,0.84712,1.4502,9.5906,5.9352,13.898
14,4.75,12,17,0.84732,1.4215,9.4991,5.82,13.57
14,4.75,13,14,0.84731,1.4278,9.5209,5.8526,13.646
14,4.75,13,15,0.84731,1.4278,9.5209,5.8526,13.646
14,4.75,13,16,0.84731,1.4278,9.5209,5.8526,13.646
14,4.75,13,17,0.84731,1.4278,9.5209,5.8526,13.646
14,4.75,13,18,0.84731,1.4278,9.5209,5.8526,13.646
