P1,P2,P3,P4,PCC,RSME,AE,3mVAE,1mVAE
11,3.75,12,16,0.85623,1.0842,7.9641,4.0098,11.294
11,3.75,12,17,0.85611,1.0677,7.9196,3.9443,11.095
11,3.75,13,14,0.85629,1.0923,7.9864,4.0459,11.415
11,3.75,13,15,0.85629,1.0923,7.9864,4.0459,11.415
11,3.75,13,16,0.85629,1.0923,7.9864,4.0459,11.415
11,3.75,13,17,0.85629,1.0923,7.9864,4.0459,11.415
11,3.75,13,18,0.85629,1.0923,7.9864,4.0459,11.415
11,4,9,10,0.84832,1.4716,8.7443,5.7272,23.312
11,4,9,11,0.84999,1.4605,8.7261,5.5759,23.475
11,4,9,12,0.85073,1.45,8.6858,5.4732,23.551
11,4,9,13,0.8504,1.4422,8.6378,5.3538,23.57
11,4,9,14,0.85309,1.2125,8.1767,4.674,13.554
11,4,10,11,0.84901,1.4636,8.7153,5.6748,23.76
11,4,10,12,0.8499,1.452,8.6741,5.521,23.729
11,4,10,13,0.84991,1.4432,8.6307,5.3797,23.689
11,4,10,14,0.8531,1.2128,8.1778,4.6744,13.56
11,4,10,15,0.85413,1.0975,7.906,4.2213,11.331
11,4,11,12,0.84929,1.4511,8.6514,5.5026,23.903
11,4,11,13,0.84939,1.443,8.6165,5.3694,23.812
11,4,11,14,0.85316,1.2041,8.1564,4.6336,13.373
11,4,11,15,0.8541,1.1049,7.9263,4.2574,11.427
11,4,11,16,0.85421,1.0541,7.7884,3.996,10.804
11,4,12,13,0.84881,1.4421,8.5988,5.3517,23.93
11,4,12,14,0.85349,1.1733,8.0863,4.5284,12.717
11,4,12,15,0.85412,1.1006,7.9153,4.2372,11.363
11,4,12,16,0.85419,1.0683,7.8298,4.0739,10.917
11,4,12,17,0.85414,1.0505,7.7785,3.979,10.753
11,4,13,14,0.85423,1.0705,7.837,4.0821,10.944
11,4,13,15,0.85423,1.0705,7.837,4.0821,10.944
11,4,13,16,0.85423,1.0705,7.837,4.0821,10.944
11,4,13,17,0.85423,1.0705,7.837,4.0821,10.944
11,4,13,18,0.85423,1.0705,7.837,4.0821,10.944
11,4.25,9,10,0.84538,1.5009,8.7275,5.836,24.084
11,4.25,9,11,0.84689,1.4903,8.708,5.7148,24.361
11,4.25,9,12,0.84742,1.4802,8.6648,5.6294,24.49
11,4.25,9,13,-Inf,1.5603,10.544,7.2062,14.179
11,4.25,9,14,0.85016,1.225,8.1193,4.8345,13.631
11,4.25,10,11,0.84546,1.4953,8.6958,5.8551,24.748
11,4.25,10,12,0.84622,1.4836,8.651,5.723,24.788
11,4.25,10,13,0.84604,1.4748,8.6038,5.594,24.837
11,4.25,10,14,0.85008,1.2219,8.1101,4.8292,13.57
11,4.25,10,15,0.85164,1.0972,7.814,4.3566,11.246
11,4.25,11,12,0.84529,1.4836,8.625,5.7389,25.015
11,4.25,11,13,0.84526,1.4753,8.5862,5.6138,25.028
11,4.25,11,14,0.85016,1.2082,8.0758,4.7785,13.277
11,4.25,11,15,0.85163,1.0995,7.8204,4.369,11.281
11,4.25,11,16,0.85202,1.0452,7.6672,4.0672,10.633
11,4.25,12,13,0.8444,1.4749,8.5653,5.5876,25.289
11,4.25,12,14,0.85069,1.169,7.9853,4.6464,12.452
11,4.25,12,15,0.85174,1.0888,7.7917,4.3155,11.127
11,4.25,12,16,0.85198,1.0542,7.695,4.132,10.729
11,4.25,12,17,0.852,1.0354,7.6369,4.0087,10.528
11,4.25,13,14,0.85202,1.0502,7.6841,4.1012,10.661
11,4.25,13,15,0.85202,1.0502,7.6841,4.1012,10.661
11,4.25,13,16,0.85202,1.0502,7.6841,4.1012,10.661
11,4.25,13,17,0.85202,1.0502,7.6841,4.1012,10.661
11,4.25,13,18,0.85202,1.0502,7.6841,4.1012,10.661
11,4.5,9,10,0.84241,1.5293,8.8352,5.9281,24.801
11,4.5,9,11,0.84372,1.5194,8.8006,5.8388,25.204
11,4.5,9,12,0.84403,1.5098,8.7535,5.7701,25.491
11,4.5,9,13,0.84318,1.5029,8.7042,5.7123,25.847
11,4.5,9,14,0.847,1.2383,8.17,4.9861,13.721
11,4.5,10,11,0.84182,1.5265,8.7787,6.0276,25.784
11,4.5,10,12,0.84242,1.5148,8.7343,5.9026,25.977
11,4.5,10,13,0.84203,1.5062,8.6914,5.791,26.17
11,4.5,10,14,0.84685,1.2318,8.1503,4.9808,13.601
11,4.5,10,15,0.84893,1.0984,7.8255,4.4809,11.237
11,4.5,11,12,0.84112,1.516,8.7074,5.9624,26.326
11,4.5,11,13,0.84093,1.5075,8.6731,5.8349,26.496
11,4.5,11,14,0.84694,1.213,8.1025,4.9149,13.224
11,4.5,11,15,0.84896,1.0956,7.8173,4.4671,11.2
11,4.5,11,16,0.84964,1.0387,7.6461,4.1618,10.592
11,4.5,12,13,0.83977,1.5079,8.6535,5.8264,26.946
11,4.5,12,14,0.84769,1.1653,7.99,4.7473,12.249
11,4.5,12,15,0.8492,1.0786,7.769,4.3779,11.006
11,4.5,12,16,0.84961,1.0423,7.6583,4.1777,10.619
11,4.5,12,17,0.84972,1.0231,7.5917,4.0597,10.439
11,4.5,13,14,0.84971,1.0325,7.625,4.1292,10.525
11,4.5,13,15,0.84971,1.0325,7.625,4.1292,10.525
11,4.5,13,16,0.84971,1.0325,7.625,4.1292,10.525
11,4.5,13,17,0.84971,1.0325,7.625,4.1292,10.525
11,4.5,13,18,0.84971,1.0325,7.625,4.1292,10.525
11,4.75,9,10,0.83943,1.5568,8.9593,6.0216,25.45
11,4.75,9,11,0.84055,1.5477,8.9228,5.949,26.035
11,4.75,9,12,0.84063,1.5386,8.873,5.9107,26.503
11,4.75,9,13,0.8395,1.5324,8.8209,5.8632,27.093
11,4.75,9,14,0.84377,1.2519,8.2558,5.1303,13.811
11,4.75,10,11,0.83814,1.5571,8.8989,6.1686,26.79
11,4.75,10,12,0.83857,1.5455,8.8512,6.0832,27.172
11,4.75,10,13,0.83795,1.5371,8.8052,5.9777,27.598
11,4.75,10,14,0.84347,1.2423,8.2253,5.1282,13.621
11,4.75,10,15,0.84604,1.1011,7.8774,4.5936,11.264
11,4.75,11,12,0.83686,1.548,8.8213,6.1789,27.695
11,4.75,11,13,0.83649,1.5395,8.784,6.0545,28.11
11,4.75,11,14,0.84355,1.2185,8.1635,5.0456,13.178
11,4.75,11,15,0.84612,1.0932,7.8534,4.5529,11.171
11,4.75,11,16,0.8471,1.0344,7.6672,4.2312,10.592
11,4.75,12,13,0.83498,1.5408,8.7617,6.0917,28.73
11,4.75,12,14,0.84452,1.1625,8.0287,4.8292,12.133
11,4.75,12,15,0.84652,1.0702,7.7845,4.4229,10.933
11,4.75,12,16,0.84712,1.0331,7.6622,4.2195,10.584
11,4.75,12,17,0.84732,1.0141,7.5887,4.0888,10.416
11,4.75,13,14,0.84731,1.0182,7.6053,4.1224,10.443
11,4.75,13,15,0.84731,1.0182,7.6053,4.1224,10.443
11,4.75,13,16,0.84731,1.0182,7.6053,4.1224,10.443
11,4.75,13,17,0.84731,1.0182,7.6053,4.1224,10.443
11,4.75,13,18,0.84731,1.0182,7.6053,4.1224,10.443
12,3.75,9,10,0.85114,1.6194,9.6044,6.2044,28.441
12,3.75,9,11,0.85297,1.6071,9.586,6.0042,29.074
12,3.75,9,12,0.8539,1.5951,9.5454,5.8792,29.57
12,3.75,9,13,0.85381,1.5857,9.4969,5.7563,30.146
12,3.75,9,14,0.8558,1.3515,9.0317,5.0903,15.569
12,3.75,10,11,0.85238,1.6085,9.5757,6.0747,29.651
12,3.75,10,12,0.85338,1.5959,9.5348,5.9058,29.951
12,3.75,10,13,0.85356,1.586,9.4919,5.7694,30.31
12,3.75,10,14,0.85585,1.3558,9.0432,5.102,15.685
12,3.75,10,15,0.85634,1.2373,8.774,4.7452,13.162
12,3.75,11,12,0.85304,1.5939,9.5137,5.881,30.272
12,3.75,11,13,0.85325,1.5852,9.4798,5.7534,30.514
12,3.75,11,14,0.85587,1.3515,9.0332,5.0899,15.561
12,3.75,11,15,0.8563,1.2513,8.8099,4.787,13.439
12,3.75,11,16,0.85616,1.198,8.676,4.6127,12.433
12,3.75,12,13,0.85288,1.5836,9.4638,5.7329,30.756
12,3.75,12,14,0.85604,1.326,8.9772,5.0074,14.99
12,3.75,12,15,0.8563,1.2533,8.815,4.7938,13.47
12,3.75,12,16,0.85623,1.22,8.7337,4.691,12.803
12,3.75,12,17,0.85611,1.2011,8.6851,4.6205,12.496
12,3.75,13,14,0.85629,1.2292,8.758,4.7218,12.971
12,3.75,13,15,0.85629,1.2292,8.758,4.7218,12.971
12,3.75,13,16,0.85629,1.2292,8.758,4.7218,12.971
12,3.75,13,17,0.85629,1.2292,8.758,4.7218,12.971
12,3.75,13,18,0.85629,1.2292,8.758,4.7218,12.971
12,4,9,10,0.84832,1.6529,9.5848,6.3355,29.692
12,4,9,11,0.84999,1.6409,9.565,6.1637,30.597
12,4,9,12,0.85073,1.6292,9.521,6.0723,31.327
12,4,9,13,0.8504,1.6201,9.4686,5.9692,32.086
12,4,9,14,0.85309,1.3651,8.9656,5.2766,15.658
12,4,10,11,0.84901,1.6441,9.5532,6.2891,31.388
12,4,10,12,0.8499,1.6311,9.5083,6.1413,31.863
12,4,10,13,0.84991,1.6211,9.4609,6.0021,32.368
12,4,10,14,0.8531,1.3654,8.9668,5.2766,15.662
12,4,10,15,0.85413,1.2354,8.6704,4.8788,12.948
12,4,11,12,0.8493,1.6298,9.4835,6.1282,32.28
12,4,11,13,0.84939,1.6206,9.4454,6.001,32.676
12,4,11,14,0.85316,1.3556,8.9435,5.2433,15.453
12,4,11,15,0.8541,1.2439,8.6925,4.9068,13.087
12,4,11,16,0.85421,1.1857,8.5421,4.7187,12.097
12,4,12,13,0.84881,1.6193,9.4261,5.9713,33.064
12,4,12,14,0.85349,1.321,8.867,5.1342,14.721
12,4,12,15,0.85412,1.239,8.6805,4.8876,12.992
12,4,12,16,0.85419,1.2021,8.5871,4.7743,12.351
12,4,12,17,0.85414,1.1815,8.5313,4.7048,12.022
12,4,13,14,0.85423,1.2047,8.595,4.7877,12.396
12,4,13,15,0.85423,1.2047,8.595,4.7877,12.396
12,4,13,16,0.85423,1.2047,8.595,4.7877,12.396
12,4,13,17,0.85423,1.2047,8.595,4.7877,12.396
12,4,13,18,0.85423,1.2047,8.595,4.7877,12.396
12,4.25,9,10,0.84538,1.6855,9.5664,6.5253,30.974
12,4.25,9,11,0.84689,1.6741,9.5452,6.3394,32.082
12,4.25,9,12,0.84742,1.6628,9.4981,6.2292,32.975
12,4.25,9,13,0.84683,1.6541,9.4419,6.1509,34.015
12,4.25,9,14,0.85013,1.3794,8.9026,5.4339,15.727
12,4.25,10,11,0.84546,1.6793,9.532,6.4885,33.062
12,4.25,10,12,0.84622,1.6662,9.4831,6.3298,33.684
12,4.25,10,13,0.84604,1.6561,9.4316,6.2108,34.5
12,4.25,10,14,0.85008,1.3758,8.893,5.4296,15.663
12,4.25,10,15,0.85164,1.2351,8.5699,5.0081,12.884
12,4.25,11,12,0.84526,1.6659,9.4547,6.3794,34.393
12,4.25,11,13,0.84526,1.6562,9.4124,6.2409,35.043
12,4.25,11,14,0.85016,1.3603,8.8555,5.3776,15.358
12,4.25,11,15,0.85163,1.2377,8.5769,5.0176,12.921
12,4.25,11,16,0.85202,1.1753,8.4099,4.8072,11.919
12,4.25,12,13,0.8444,1.6555,9.3896,6.2246,35.622
12,4.25,12,14,0.85069,1.3162,8.7569,5.2536,14.492
12,4.25,12,15,0.85174,1.2255,8.5456,4.978,12.731
12,4.25,12,16,0.85198,1.1858,8.4401,4.8472,12.063
12,4.25,12,17,0.852,1.164,8.3767,4.7548,11.745
12,4.25,13,14,0.85202,1.1812,8.4281,4.8288,11.992
12,4.25,13,15,0.85202,1.1812,8.4281,4.8288,11.992
12,4.25,13,16,0.85202,1.1812,8.4281,4.8288,11.992
12,4.25,13,17,0.85202,1.1812,8.4281,4.8288,11.992
12,4.25,13,18,0.85202,1.1812,8.4281,4.8288,11.992
12,4.5,9,10,0.84241,1.7171,9.5492,6.7609,32.159
12,4.5,9,11,0.84372,1.7064,9.5267,6.5824,33.46
12,4.5,9,12,0.84403,1.6956,9.4765,6.4449,34.578
12,4.5,9,13,0.84318,1.6874,9.4167,6.3514,36.003
12,4.5,9,14,0.847,1.3941,8.8428,5.5929,15.8
12,4.5,10,11,0.84182,1.7139,9.512,6.7344,34.618
12,4.5,10,12,0.84242,1.7007,9.4593,6.5686,35.575
12,4.5,10,13,0.84203,1.6907,9.4036,6.4471,36.662
12,4.5,10,14,0.84685,1.3867,8.822,5.5866,15.653
12,4.5,10,15,0.84893,1.2363,8.473,5.1388,12.876
12,4.5,11,12,0.84112,1.7015,9.4272,6.6422,36.508
12,4.5,11,13,0.84093,1.6917,9.3808,6.5013,37.375
12,4.5,11,14,0.84694,1.3656,8.7696,5.5253,15.278
12,4.5,11,15,0.84896,1.233,8.4638,5.1232,12.826
12,4.5,11,16,0.84964,1.1673,8.2803,4.8774,11.812
12,4.5,12,13,0.83977,1.6917,9.3544,6.5044,38.214
12,4.5,12,14,0.84769,1.3119,8.6476,5.3627,14.236
12,4.5,12,15,0.8492,1.2135,8.4115,5.0563,12.522
12,4.5,12,16,0.84961,1.1715,8.2937,4.8968,11.87
12,4.5,12,17,0.84972,1.149,8.2228,4.8019,11.552
12,4.5,13,14,0.84971,1.16,8.2592,4.8451,11.703
12,4.5,13,15,0.84971,1.16,8.2592,4.8451,11.703
12,4.5,13,16,0.84971,1.16,8.2592,4.8451,11.703
12,4.5,13,17,0.84971,1.16,8.2592,4.8451,11.703
12,4.5,13,18,0.84971,1.16,8.2592,4.8451,11.703
12,4.75,9,10,0.83943,1.7476,9.6069,6.9983,33.239
12,4.75,9,11,0.84055,1.7377,9.5671,6.8098,34.741
12,4.75,9,12,0.84063,1.7275,9.5127,6.6936,36.214
12,4.75,9,13,0.8395,1.7199,9.4559,6.6171,37.866
12,4.75,9,14,0.84376,1.4092,8.8394,5.7169,15.903
12,4.75,10,11,0.83814,1.7477,9.541,6.9876,36.184
12,4.75,10,12,0.83857,1.7346,9.489,6.8406,37.427
12,4.75,10,13,0.83795,1.7247,9.4389,6.7135,38.746
12,4.75,10,14,0.84347,1.3982,8.8062,5.7279,15.706
12,4.75,10,15,0.84604,1.2388,8.4266,5.2529,12.869
12,4.75,11,12,0.83686,1.7367,9.4563,6.9398,38.481
12,4.75,11,13,0.83649,1.7268,9.4157,6.7928,39.686
12,4.75,11,14,0.84355,1.3714,8.7387,5.6638,15.213
12,4.75,11,15,0.84612,1.2298,8.4005,5.2132,12.747
12,4.75,11,16,0.8471,1.1616,8.1974,4.9486,11.709
12,4.75,12,13,0.83497,1.7277,9.3914,6.8169,40.835
12,4.75,12,14,0.84452,1.3083,8.5917,5.4622,14.024
12,4.75,12,15,0.84651,1.2032,8.3254,5.1119,12.374
12,4.75,12,16,0.84712,1.1599,8.1919,4.9379,11.685
12,4.75,12,17,0.84732,1.1374,8.1117,4.8253,11.319
12,4.75,13,14,0.84731,1.1423,8.1298,4.8511,11.403
12,4.75,13,15,0.84731,1.1423,8.1298,4.8511,11.403
12,4.75,13,16,0.84731,1.1423,8.1298,4.8511,11.403
12,4.75,13,17,0.84731,1.1423,8.1298,4.8511,11.403
12,4.75,13,18,0.84731,1.1423,8.1298,4.8511,11.403
13,3.75,9,10,0.85114,1.8062,10.447,7.4251,36.457
13,3.75,9,11,0.85297,1.7931,10.427,7.0978,37.629
13,3.75,9,12,0.8539,1.78,10.383,6.8743,38.696
13,3.75,9,13,0.85381,1.7693,10.33,6.6798,40.06
13,3.75,9,14,0.8558,1.5135,9.8262,5.6564,17.451
13,3.75,10,11,0.85238,1.7945,10.415,7.1375,38.553
13,3.75,10,12,0.85338,1.7807,10.371,6.9055,39.334
13,3.75,10,13,0.85356,1.7696,10.325,6.6876,40.321
13,3.75,10,14,0.85585,1.5183,9.8386,5.6645,17.592
13,3.75,10,15,0.85634,1.3877,9.547,5.2685,14.596
13,3.75,11,12,0.85304,1.7783,10.348,6.8343,39.946
13,3.75,11,13,0.85325,1.7686,10.312,6.655,40.709
13,3.75,11,14,0.85587,1.5136,9.8278,5.6464,17.44
13,3.75,11,15,0.8563,1.4031,9.5858,5.3205,14.859
13,3.75,11,16,0.85616,1.3439,9.4408,5.1253,13.758
13,3.75,12,13,0.85288,1.7666,10.294,6.6104,41.157
13,3.75,12,14,0.85604,1.4855,9.7671,5.5682,16.621
13,3.75,12,15,0.8563,1.4054,9.5914,5.3269,14.906
13,3.75,12,16,0.85623,1.3684,9.5033,5.2121,14.187
13,3.75,12,17,0.85611,1.3474,9.4507,5.148,13.814
13,3.75,13,14,0.85629,1.3787,9.5296,5.244,14.387
13,3.75,13,15,0.85629,1.3787,9.5296,5.244,14.387
13,3.75,13,16,0.85629,1.3787,9.5296,5.244,14.387
13,3.75,13,17,0.85629,1.3787,9.5296,5.244,14.387
13,3.75,13,18,0.85629,1.3787,9.5296,5.244,14.387
13,4,9,10,0.84832,1.843,10.425,7.7606,38.034
13,4,9,11,0.84999,1.8303,10.404,7.4602,39.548
13,4,9,12,0.85073,1.8175,10.356,7.2363,41.049
13,4,9,13,0.8504,1.8071,10.299,7.0192,42.827
13,4,9,14,0.85309,1.5287,9.7546,5.842,17.414
13,4,10,11,0.84901,1.8336,10.391,7.5382,40.809
13,4,10,12,0.8499,1.8193,10.342,7.2636,41.967
13,4,10,13,0.84991,1.808,10.291,7.0387,43.359
13,4,10,14,0.8531,1.5291,9.7558,5.8406,17.425
13,4,10,15,0.85413,1.3858,9.4347,5.39,14.344
13,4,11,12,0.84929,1.8176,10.316,7.2246,42.791
13,4,11,13,0.84939,1.8073,10.274,7.0227,44.004
13,4,11,14,0.85316,1.5183,9.7306,5.8062,17.137
13,4,11,15,0.8541,1.3951,9.4587,5.4187,14.522
13,4,11,16,0.85421,1.3303,9.2957,5.2143,13.393
13,4,12,13,0.84881,1.8057,10.253,6.9618,44.829
13,4,12,14,0.85349,1.4802,9.6477,5.6787,16.236
13,4,12,15,0.85412,1.3897,9.4457,5.4041,14.413
13,4,12,16,0.85419,1.3487,9.3445,5.2801,13.681
