P1,P2,P3,P4,PCC,RSME,AE,3mVAE,1mVAE
32.5,6.5,9,14,0.85527,1.4921,8.9884,6.3723,15.284
32.5,6.5,10,11,0.85053,1.7666,9.5811,7.7018,23.744
32.5,6.5,10,12,0.85316,1.7543,9.5483,7.4898,24.065
32.5,6.5,10,13,0.85468,1.7456,9.5207,7.3456,24.426
32.5,6.5,10,14,0.85527,1.4924,8.9898,6.3752,15.293
32.5,6.5,10,15,0.85448,1.3668,8.6717,5.7865,13.538
32.5,6.5,11,12,0.85348,1.7536,9.5304,7.4934,24.392
32.5,6.5,11,13,0.85469,1.7457,9.5108,7.3563,24.64
32.5,6.5,11,14,0.85534,1.483,8.9665,6.3304,15.122
32.5,6.5,11,15,0.85446,1.3748,8.6948,5.8344,13.608
32.5,6.5,11,16,0.85341,1.3195,8.5312,5.5439,13.061
32.5,6.5,12,13,0.85468,1.745,9.501,7.3105,24.928
32.5,6.5,12,14,0.85536,1.4493,8.8864,6.1696,14.599
32.5,6.5,12,15,0.85441,1.3701,8.6819,5.8134,13.57
32.5,6.5,12,16,0.85366,1.3351,8.579,5.6387,13.18
32.5,6.5,12,17,0.8531,1.3157,8.5173,5.5233,13
32.5,6.5,13,14,0.85375,1.3375,8.5863,5.6547,13.189
32.5,6.5,13,15,0.85375,1.3375,8.5863,5.6547,13.189
32.5,6.5,13,16,0.85375,1.3375,8.5863,5.6547,13.189
32.5,6.5,13,17,0.85375,1.3375,8.5863,5.6547,13.189
32.5,6.5,13,18,0.85375,1.3375,8.5863,5.6547,13.189
32.5,6.75,9,10,0.84362,1.8112,9.7504,8.0388,23.443
32.5,6.75,9,11,0.84802,1.7964,9.6898,7.781,24.077
32.5,6.75,9,12,0.85109,1.7845,9.6405,7.6141,24.657
32.5,6.75,9,13,0.85269,1.7769,9.599,7.5328,25.378
32.5,6.75,9,14,0.85387,1.5044,9.0187,6.4973,15.295
32.5,6.75,10,11,0.84849,1.7992,9.6527,7.9124,24.662
32.5,6.75,10,12,0.85109,1.7871,9.6168,7.7163,25.156
32.5,6.75,10,13,0.85252,1.7788,9.5868,7.5921,25.736
32.5,6.75,10,14,0.85391,1.5008,9.0082,6.4856,15.257
32.5,6.75,10,15,0.8536,1.3648,8.6614,5.8227,13.382
32.5,6.75,11,12,0.8512,1.7877,9.5963,7.7622,25.667
32.5,6.75,11,13,0.85236,1.7798,9.5746,7.6215,26.123
32.5,6.75,11,14,0.85404,1.4859,8.9706,6.4114,15.038
32.5,6.75,11,15,0.85359,1.3673,8.6688,5.8401,13.412
32.5,6.75,11,16,0.85272,1.3082,8.4875,5.5098,12.898
32.5,6.75,12,13,0.85217,1.78,9.563,7.6091,26.596
32.5,6.75,12,14,0.85419,1.443,8.8673,6.1948,14.365
32.5,6.75,12,15,0.85352,1.3557,8.6357,5.7648,13.305
32.5,6.75,12,16,0.85285,1.318,8.5194,5.5652,12.994
32.5,6.75,12,17,0.85231,1.2975,8.4495,5.4715,12.796
32.5,6.75,13,14,0.85277,1.3137,8.5051,5.5386,12.95
32.5,6.75,13,15,0.85277,1.3137,8.5051,5.5386,12.95
32.5,6.75,13,16,0.85277,1.3137,8.5051,5.5386,12.95
32.5,6.75,13,17,0.85277,1.3137,8.5051,5.5386,12.95
32.5,6.75,13,18,0.85277,1.3137,8.5051,5.5386,12.95
32.5,7,9,10,0.84172,1.8406,9.8209,8.25,24.02
32.5,7,9,11,0.84608,1.8264,9.7566,7.994,24.819
32.5,7,9,12,0.84904,1.8153,9.7041,7.8357,25.625
32.5,7,9,13,0.85047,1.8087,9.66,7.7522,26.676
32.5,7,9,14,0.85223,1.5174,9.0424,6.589,15.362
32.5,7,10,11,0.84624,1.8314,9.7156,8.1389,25.635
32.5,7,10,12,0.8488,1.8197,9.6768,7.939,26.364
32.5,7,10,13,0.8501,1.812,9.6443,7.8204,27.252
32.5,7,10,14,0.85227,1.5101,9.0195,6.5804,15.27
32.5,7,10,15,0.85244,1.3645,8.6445,5.839,13.336
32.5,7,11,12,0.84864,1.8219,9.6536,8.0199,27.148
32.5,7,11,13,0.84972,1.8142,9.6296,7.8761,27.906
32.5,7,11,14,0.85244,1.4896,8.9668,6.4874,14.964
32.5,7,11,15,0.85245,1.3614,8.6354,5.8202,13.31
32.5,7,11,16,0.85181,1.2993,8.4364,5.5248,12.697
32.5,7,12,13,0.84931,1.8154,9.6164,7.8981,28.65
32.5,7,12,14,0.85276,1.4376,8.839,6.2378,14.201
32.5,7,12,15,0.85242,1.3429,8.5803,5.7225,13.156
32.5,7,12,16,0.85185,1.3033,8.4503,5.5432,12.735
32.5,7,12,17,0.85134,1.2824,8.3722,5.4417,12.544
32.5,7,13,14,0.85163,1.2926,8.4113,5.4921,12.626
32.5,7,13,15,0.85163,1.2926,8.4113,5.4921,12.626
32.5,7,13,16,0.85163,1.2926,8.4113,5.4921,12.626
32.5,7,13,17,0.85163,1.2926,8.4113,5.4921,12.626
32.5,7,13,18,0.85163,1.2926,8.4113,5.4921,12.626
32.5,7.25,9,10,0.83974,1.869,9.8838,8.5629,24.572
32.5,7.25,9,11,0.84404,1.8557,9.8158,8.2863,25.587
32.5,7.25,9,12,0.84688,1.8454,9.7602,8.1013,26.654
32.5,7.25,9,13,0.84812,1.8399,9.7136,8.0178,28.124
32.5,7.25,9,14,0.85039,1.5309,9.0605,6.6891,15.421
32.5,7.25,10,11,0.84387,1.863,9.771,8.407,26.613
32.5,7.25,10,12,0.84635,1.8519,9.7293,8.2103,27.653
32.5,7.25,10,13,0.8475,1.8449,9.6945,8.0906,28.88
32.5,7.25,10,14,0.85039,1.5201,9.025,6.6806,15.317
32.5,7.25,10,15,0.85104,1.3658,8.623,5.8965,13.348
32.5,7.25,11,12,0.84589,1.8558,9.7035,8.3335,28.706
32.5,7.25,11,13,0.84687,1.8486,9.6774,8.1868,29.759
32.5,7.25,11,14,0.85059,1.4943,8.9567,6.5787,14.912
32.5,7.25,11,15,0.8511,1.3573,8.5961,5.8525,13.28
32.5,7.25,11,16,0.85069,1.2931,8.38,5.5269,12.635
32.5,7.25,12,13,0.84619,1.8511,9.6623,8.222,30.725
32.5,7.25,12,14,0.8511,1.4331,8.8035,6.2534,14.088
32.5,7.25,12,15,0.85113,1.3322,8.5177,5.7371,13.053
32.5,7.25,12,16,0.85068,1.2916,8.3742,5.5162,12.62
32.5,7.25,12,17,0.85022,1.2708,8.2879,5.398,12.408
32.5,7.25,13,14,0.85035,1.2753,8.3078,5.426,12.451
32.5,7.25,13,15,0.85035,1.2753,8.3078,5.426,12.451
32.5,7.25,13,16,0.85035,1.2753,8.3078,5.426,12.451
32.5,7.25,13,17,0.85035,1.2753,8.3078,5.426,12.451
32.5,7.25,13,18,0.85035,1.2753,8.3078,5.426,12.451
35,6.25,9,10,0.84699,1.9377,10.343,8.6175,25.211
35,6.25,9,11,0.85138,1.9219,10.286,8.3253,26.09
35,6.25,9,12,0.85458,1.9086,10.24,8.1027,26.934
35,6.25,9,13,0.85647,1.8992,10.202,7.9589,28.052
35,6.25,9,14,0.85634,1.6489,9.6629,7.042,16.16
35,6.25,10,11,0.85231,1.9214,10.255,8.3914,26.712
35,6.25,10,12,0.85492,1.9088,10.223,8.1343,27.453
35,6.25,10,13,0.85651,1.8995,10.196,7.9752,28.253
35,6.25,10,14,0.85626,1.6536,9.6767,7.0598,16.24
35,6.25,10,15,0.85503,1.5285,9.3657,6.5953,14.332
35,6.25,11,12,0.8554,1.9072,10.206,8.1112,27.99
35,6.25,11,13,0.85662,1.899,10.188,7.9606,28.545
35,6.25,11,14,0.85629,1.649,9.6659,7.0378,16.174
35,6.25,11,15,0.85503,1.5432,9.4058,6.66,14.538
35,6.25,11,16,0.85382,1.4873,9.249,6.4448,13.86
35,6.25,12,13,0.85674,1.8978,10.179,7.9052,28.979
35,6.25,12,14,0.85622,1.622,9.6028,6.9263,15.754
35,6.25,12,15,0.85504,1.5453,9.4113,6.6667,14.562
35,6.25,12,16,0.85424,1.5103,9.3149,6.5424,14.115
35,6.25,12,17,0.85366,1.4906,9.257,6.4643,13.952
35,6.25,13,14,0.85451,1.5201,9.3421,6.585,14.229
35,6.25,13,15,0.85451,1.5201,9.3421,6.585,14.229
35,6.25,13,16,0.85451,1.5201,9.3421,6.585,14.229
35,6.25,13,17,0.85451,1.5201,9.3421,6.585,14.229
35,6.25,13,18,0.85451,1.5201,9.3421,6.585,14.229
35,6.5,9,10,0.84541,1.9715,10.44,8.9211,26.146
35,6.5,9,11,0.84981,1.956,10.379,8.6467,27.335
35,6.5,9,12,0.85296,1.9433,10.329,8.4286,28.625
35,6.5,9,13,0.85471,1.9347,10.288,8.3061,30.086
35,6.5,9,14,0.85527,1.6618,9.7046,7.226,16.145
35,6.5,10,11,0.85053,1.9573,10.343,8.75,28.341
35,6.5,10,12,0.85316,1.9447,10.308,8.4911,29.372
35,6.5,10,13,0.85468,1.9357,10.278,8.348,30.48
35,6.5,10,14,0.85527,1.6622,9.7061,7.2249,16.151
35,6.5,10,15,0.85449,1.5251,9.3635,6.683,14.18
35,6.5,11,12,0.85348,1.9441,10.288,8.5018,30.175
35,6.5,11,13,0.85469,1.9358,10.267,8.3541,30.963
35,6.5,11,14,0.85534,1.6519,9.6811,7.1798,15.987
35,6.5,11,15,0.85446,1.534,9.3885,6.7274,14.275
35,6.5,11,16,0.85341,1.473,9.2123,6.4572,13.625
35,6.5,12,13,0.85468,1.9352,10.257,8.3132,31.562
35,6.5,12,14,0.85536,1.6154,9.5948,7.0168,15.415
35,6.5,12,15,0.85441,1.5288,9.3746,6.7019,14.222
35,6.5,12,16,0.85366,1.4902,9.2638,6.5495,13.8
35,6.5,12,17,0.8531,1.4687,9.1973,6.4448,13.568
35,6.5,13,14,0.85375,1.4929,9.2717,6.5602,13.827
35,6.5,13,15,0.85375,1.4929,9.2717,6.5602,13.827
35,6.5,13,16,0.85375,1.4929,9.2717,6.5602,13.827
35,6.5,13,17,0.85375,1.4929,9.2717,6.5602,13.827
35,6.5,13,18,0.85375,1.4929,9.2717,6.5602,13.827
35,6.75,9,10,0.84362,2.0044,10.525,9.2013,27.138
35,6.75,9,11,0.84802,1.9896,10.46,8.9368,28.754
35,6.75,9,12,0.85109,1.9775,10.407,8.7557,30.391
35,6.75,9,13,0.85269,1.9698,10.362,8.6637,32.149
35,6.75,9,14,0.85388,1.6756,9.7374,7.4,16.18
35,6.75,10,11,0.84849,1.9929,10.42,9.0682,30.09
35,6.75,10,12,0.85109,1.9805,10.381,8.8437,31.388
35,6.75,10,13,0.85252,1.972,10.349,8.7106,32.775
35,6.75,10,14,0.85391,1.6718,9.7261,7.3939,16.129
35,6.75,10,15,0.85361,1.5235,9.3523,6.7658,14.006
35,6.75,11,12,0.8512,1.9813,10.359,8.9052,32.444
35,6.75,11,13,0.85236,1.9731,10.336,8.7457,33.446
35,6.75,11,14,0.85404,1.6556,9.6855,7.3201,15.885
35,6.75,11,15,0.85359,1.5262,9.3606,6.7757,14.044
35,6.75,11,16,0.85273,1.4609,9.1652,6.4565,13.466
35,6.75,12,13,0.85217,1.9733,10.324,8.7432,34.193
35,6.75,12,14,0.85419,1.6091,9.5743,7.117,15.16
35,6.75,12,15,0.85352,1.5134,9.3249,6.7203,13.911
35,6.75,12,16,0.85285,1.4717,9.1996,6.519,13.552
35,6.75,12,17,0.85231,1.449,9.1243,6.3976,13.352
35,6.75,13,14,0.85277,1.467,9.1842,6.4917,13.508
35,6.75,13,15,0.85277,1.467,9.1842,6.4917,13.508
35,6.75,13,16,0.85277,1.467,9.1842,6.4917,13.508
35,6.75,13,17,0.85277,1.467,9.1842,6.4917,13.508
35,6.75,13,18,0.85277,1.467,9.1842,6.4917,13.508
35,7,9,10,0.84172,2.0365,10.601,9.4488,28.185
35,7,9,11,0.84608,2.0223,10.532,9.2123,30.185
35,7,9,12,0.84904,2.0111,10.475,9.0486,32.101
35,7,9,13,0.85047,2.0045,10.428,8.9765,34.074
35,7,9,14,0.85223,1.6901,9.7629,7.5669,16.225
35,7,10,11,0.84624,2.028,10.488,9.3785,31.743
35,7,10,12,0.8488,2.016,10.446,9.158,33.334
35,7,10,13,0.8501,2.0081,10.411,9.0525,34.879
35,7,10,14,0.85227,1.6822,9.7382,7.5555,16.122
35,7,10,15,0.85244,1.5235,9.3343,6.8499,13.956
35,7,11,12,0.84864,2.0185,10.421,9.2766,34.516
35,7,11,13,0.84972,2.0105,10.395,9.1289,35.88
35,7,11,14,0.85244,1.6601,9.6814,7.4699,15.824
35,7,11,15,0.85245,1.5201,9.3245,6.8283,13.926
35,7,11,16,0.85181,1.4513,9.1102,6.4366,13.272
35,7,12,13,0.84931,2.0118,10.381,9.1523,36.968
35,7,12,14,0.85276,1.6035,9.5438,7.1937,14.971
35,7,12,15,0.85242,1.4997,9.2652,6.7182,13.733
35,7,12,16,0.85185,1.4557,9.1252,6.4633,13.308
35,7,12,17,0.85134,1.4322,9.0411,6.307,13.135
35,7,13,14,0.85163,1.4438,9.0832,6.3855,13.213
35,7,13,15,0.85163,1.4438,9.0832,6.3855,13.213
35,7,13,16,0.85163,1.4438,9.0832,6.3855,13.213
35,7,13,17,0.85163,1.4438,9.0832,6.3855,13.213
35,7,13,18,0.85163,1.4438,9.0832,6.3855,13.213
35,7.25,9,10,0.83974,2.0674,10.669,9.6931,29.277
35,7.25,9,11,0.84404,2.0541,10.596,9.468,31.59
35,7.25,9,12,0.84688,2.0439,10.536,9.3089,33.731
35,7.25,9,13,0.84812,2.0383,10.486,9.2595,36.036
35,7.25,9,14,0.85039,1.705,9.7823,7.7206,16.296
35,7.25,10,11,0.84387,2.0623,10.547,9.6558,33.383
35,7.25,10,12,0.84635,2.051,10.503,9.4499,35.128
35,7.25,10,13,0.8475,2.0438,10.465,9.3597,37.214
35,7.25,10,14,0.85039,1.6933,9.7441,7.7068,16.185
35,7.25,10,15,0.85104,1.525,9.3111,6.9039,13.956
35,7.25,11,12,0.84589,2.0553,10.475,9.6018,36.686
35,7.25,11,13,0.84687,2.0477,10.447,9.4708,38.622
35,7.25,11,14,0.85059,1.6653,9.6706,7.6112,15.802
35,7.25,11,15,0.8511,1.5156,9.2823,6.8496,13.88
35,7.25,11,16,0.85069,1.4443,9.0495,6.3937,13.211
35,7.25,12,13,0.84619,2.0504,10.43,9.544,40.25
35,7.25,12,14,0.8511,1.5988,9.5055,7.2711,14.842
35,7.25,12,15,0.85113,1.4879,9.1977,6.6706,13.629
35,7.25,12,16,0.85068,1.4426,9.0432,6.3784,13.2
35,7.25,12,17,0.85022,1.419,8.9503,6.2175,12.973
35,7.25,13,14,0.85035,1.4242,8.9717,6.2552,13.013
35,7.25,13,15,0.85035,1.4242,8.9717,6.2552,13.013
35,7.25,13,16,0.85035,1.4242,8.9717,6.2552,13.013
35,7.25,13,17,0.85035,1.4242,8.9717,6.2552,13.013
35,7.25,13,18,0.85035,1.4242,8.9717,6.2552,13.013
