_il,_it,_el,_et,meanPt,stdPt,cl_1,cl_2,cl_3,cl_4
0.00174,0.0003965,0.003725,0.00158,-0.13849,2.0298,0.29718,0.31254,0.44071,0.32513
0.00257,0.0003965,0.003725,0.00158,-0.10448,2.3298,0.32603,0.33164,0.32664,0.21728
0.0034,0.0003965,0.003725,0.00158,-0.075648,2.578,0.34942,0.34664,0.23748,0.12464
0.00257,0.000193,0.003725,0.00158,-0.06644,1.9367,0.29448,0.37265,0.37166,0
0.00257,0.0006,0.003725,0.00158,-0.13482,2.6992,0.35246,0.29847,0.2889,0.49941
0.00257,0.0003965,0.0012,0.00158,-0.03472,3.1734,0.39491,0.38433,0.0081698,0.035971
0.00257,0.0003965,0.00625,0.00158,-0.13869,1.9636,0.29165,0.30776,0.47107,0.3331
0.00257,0.0003965,0.003725,0.0008,-0.14593,3.0166,0.37599,0.2746,0.25606,0.68362
0.00257,0.0003965,0.003725,0.00236,-0.081219,2.0298,0.29993,0.35551,0.36543,0.05041
