_il,_it,_el,_et,median,meanPt,stdPt,min,max
0.00174,0.0003965,0.003725,0.00158,-0.81112,-0.13849,2.0298,-3.3258,8.3564
0.00257,0.0003965,0.003725,0.00158,-0.81885,-0.10448,2.3298,-5.329,10.118
0.0034,0.0003965,0.003725,0.00158,-0.82254,-0.075648,2.578,-6.91,11.535
0.00257,0.000193,0.003725,0.00158,-0.54323,-0.06644,1.9367,-7.1196,9.0768
0.00257,0.0006,0.003725,0.00158,-1.0448,-0.13482,2.6992,-3.9015,11.028
0.00257,0.0003965,0.0012,0.00158,-0.8697,-0.03472,3.1734,-10.566,14.526
0.00257,0.0003965,0.00625,0.00158,-0.79908,-0.13869,1.9636,-2.8375,8.003
0.00257,0.0003965,0.003725,0.0008,-1.2039,-0.14593,3.0166,-2.9512,11.925
0.00257,0.0003965,0.003725,0.00236,-0.64574,-0.081219,2.0298,-6.1358,9.1243
